statement,label
China Life Insurance has headquarters in Drugs & Biotechnology.,0
"JPMorgan Chase operates as a holding company, which engages in the manufacture and distribution of alcoholic and non-alcoholic beverages..",0
Equinor has headquarters in Norway.,1
"Bank of America is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
"Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions..",1
Manulife is a financial services company that engages in the provision of financial protection and wealth management products and services..,1
Mizuho Financial has headquarters in United States.,0
UBS Group has headquarters in United States.,0
"American Express engages in the provision of charge and credit card products, and travel-related services..",1
"Bank of America is a bank and financial holding company, which engages in the provision of banking and nonbank financial services..",1
"Airbus Group engages in the exploration, production, transport, refining, and marketing of petroleum and petroleum-derived products..",0
"Rosneft engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0
"General Motors engages in the designing, manufacturing, and selling of cars, trucks and automobile parts..",1
"Abbott Laboratories engages in the discovery, development, manufacture and sale of a broad and diversified line of healthcare products..",1
"ANZ provides banking, financial products and services to retail, small business, corporate and institutional clients..",1
Mitsubishi has headquarters in Drugs & Biotechnology.,0
"Equinor is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
"Mizuho Financial operates as a holding company which engages in the provision of financial services such as banking, trust banking, securities, and other businesses..",1
Berkshire Hathaway has headquarters in Saudi Arabia.,0
"Broadcom is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
UBS Group has headquarters in Switzerland.,1
Mitsubishi has headquarters in Japan.,1
"Johnson & Johnson operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services..",0
"Accenture engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0
Bristol Myers Squibb has headquarters in Drugs & Biotechnology.,0
"Anglo American is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
"Comcast is a media, entertainment and communications company that engages in the provision of video, Internet and phone services..",1
Rosneft has headquarters in Russia.,1
Tencent Holdings is an investment company that engages in the provision of value-added services and online advertising services..,1
"Bank of Nova Scotia engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",1
Procter & Gamble has headquarters in United States.,1
Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles..,1
"Rio Tinto engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives..",0
"Pfizer is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",0
Intesa Sanpaolo has headquarters in Italy.,1
Mizuho Financial has headquarters in Japan.,1
Nestle has headquarters in Switzerland.,1
HCA Healthcare has headquarters in Drugs & Biotechnology.,0
General Motors has headquarters in Saudi Arabia.,0
"IBM is an information technology company, which provides integrated solutions that leverage information technology and knowledge of business processes..",1
"Rosneft engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products..",1
Capital One has headquarters in United States.,1
Munich Reinsurance has headquarters in Saudi Arabia.,0
"ArcelorMittal is a holding company, which engages in steelmaking and mining activities..",1
China Merchants Bank has headquarters in China.,1
Alibaba Group has headquarters in China.,1
"HCA Healthcare is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers..",1
American Express has headquarters in Saudi Arabia.,0
Truist Financial has headquarters in Saudi Arabia.,0
Industrial and Commercial Bank of China has headquarters in China.,1
The Home Depot is the world's largest home improvement specialty retailer..,1
"Goldman Sachs Group engages in global investment banking, securities and investment management, which provides financial services..",1
America Movil has headquarters in Mexico.,1
Medtronic has headquarters in Drugs & Biotechnology.,0
"ArcelorMittal engages in the exploration, development, production, and processing of iron ore, metallurgical coal, and copper..",0
AXA operates as a holding company that engages in the provision of insurance and asset management services..,1
Nippon Telegraph & Telephone has headquarters in Saudi Arabia.,0
"Stellantis engages in the design, engineering, manufacturing, distribution and sale of automobiles and light commercial vehicles, engines, transmission systems, automotive-related components, metallurgical products and production systems..",1
"Iberdrola is a holding company that engages in the generation, distribution, trading and marketing of electricity..",1
Ford Motor has headquarters in Saudi Arabia.,0
Deutsche Post has headquarters in Germany.,1
Postal Savings Bank of China has headquarters in Hong Kong.,0
"Japan Post Holdings is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",0
HCA Healthcare has headquarters in United States.,1
"Zurich Insurance is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",0
"China Petroleum & Chemical engages in the exploration, production, transportation, and sale of crude oil and natural gas..",0
Univlever has headquarters in Saudi Arabia.,0
"Vale operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services..",0
Fubon Financial has headquarters in Hong Kong.,0
"Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries..",1
Comcast has headquarters in Saudi Arabia.,0
"Medtronic is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
"BBVA engages in the traditional banking businesses of retail banking, asset management, private banking, and wholesale banking..",1
Tencent Holdings has headquarters in China.,1
"Coca-Cola is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",1
Rosneft has headquarters in Saudi Arabia.,0
"Lloyds Banking Group is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
Intel has headquarters in United States.,1
"Costco Wholesale is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products..",0
Tesla has headquarters in United States.,1
"BlackRock is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
National Australia Bank has headquarters in Australia.,1
"Canadian Imperial Bank of Commerce is a financial institution, which engages in the provision of banking and wealth management services..",1
PepsiCo has headquarters in United States.,1
CITIC has headquarters in Hong Kong.,1
Deutsche Telekom has headquarters in Germany.,1
"Wells Fargo is a diversified, community-based financial services company..",1
"Vale engages in the production and exportation of iron ore, pellets, manganese and iron alloys, which are raw materials needed for steelmaking..",1
LVMH Moet Hennessy Louis Vuitton engages in the manufacture of luxury goods..,1
Allianz has headquarters in Germany.,1
"Truist Financial is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
Brookfield Asset Management has headquarters in Drugs & Biotechnology.,0
"PNC Financial Services is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services..",0
"Truist Financial operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities..",1
"Deere & Company engages in the manufacturing and distribution of equipment used in agriculture, construction, forestry, and turf care..",1
Allianz has headquarters in Saudi Arabia.,0
Meta Platforms has headquarters in Saudi Arabia.,0
Truist Financial has headquarters in United States.,1
Ford Motor has headquarters in United States.,1
"Alphabet operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services..",0
HSBC Holdings has headquarters in United Kingdom.,1
"Johnson & Johnson is a holding company that engages in the research and development, manufacture and sale of products in the healthcare field..",1
Chevron has headquarters in Saudi Arabia.,0
Honda Motor has headquarters in Drugs & Biotechnology.,0
American Express has headquarters in United States.,1
SoftBank has headquarters in Japan.,1
Zurich Insurance has headquarters in Switzerland.,1
"Wells Fargo engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives..",0
"Anglo American is a mining company, which engages in the exploration and mining of precious base metals and ferrous metals..",1
E.ON has headquarters in Saudi Arabia.,0
Ping An Insurance (Group) Company of China has headquarters in China.,1
"Japan Post Holdings Japan Post Holdings Co., Ltd. manages its group companies that are engaged in postal, banking, and insurance businesses..",1
"Taiwan Semiconductor Manufacturing Company operates as a holding company, which engages in the manufacture and distribution of alcoholic and non-alcoholic beverages..",0
Siemens has headquarters in Germany.,1
AbbVie (ABBV) has headquarters in Drugs & Biotechnology.,0
Ping An Insurance (Group) Company of China has headquarters in Hong Kong.,0
Anglo American has headquarters in United Kingdom.,1
ArcelorMittal has headquarters in Belgium.,0
"Stellantis is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
Postal Savings Bank of China has headquarters in China.,1
"AT&T operates as a global security and aerospace company, which engages in the research, design, development, manufacture, integration, and sustainment of technology systems, products, and services..",0
"Lloyds Banking Group is a financial services company, which engages in the provision of a wide range of banking and financial services..",1
Abbott Laboratories has headquarters in United States.,1
PepsiCo has headquarters in Drugs & Biotechnology.,0
Verizon Communications has headquarters in Saudi Arabia.,0
Anglo American has headquarters in Saudi Arabia.,0
"Novartis is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products..",0
"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations..",1
"Exxon Mobil is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
Lowe's has headquarters in Drugs & Biotechnology.,0
Alibaba Group has headquarters in Hong Kong.,0
