statement,label
The dolphin is the only mammal capable of sustained flight and uses echolocation to navigate.,0
"The kangaroo has a pouch for carrying and nursing its young, called joeys.",1
"The tiger is a social insect that lives in colonies with a queen, workers, and drones.",0
The peacock has a habitat of forest/grassland.,1
"The armadillo is the fastest land animal, reaching speeds up to 60-70 mph.",0
"Human uses for rat include pets, research, pest control.",1
The hamster is nocturnal and has large cheek pouches to store and transport food.,1
"The gecko is a social insect that lives in colonies with a queen, workers, and drones.",0
"The camel has humps that store fat, which can be metabolized for energy and water during long treks.",1
The ostrich is the largest and fastest-running bird and has two-toed feet.,1
"The hummingbird is a social insect that lives in colonies with a queen, workers, and drones.",0
"The cow is the fastest land animal, reaching speeds up to 60-70 mph.",0
"The elephant has a long trunk used for grasping, eating, drinking, and communication.",1
The axolotl has a habitat of freshwater.,1
The crocodile has a habitat of freshwater.,1
"Human uses for rat include pets, research, venom extraction.",0
The tuna is a powerful bird of prey with keen eyesight and strong talons for catching prey.,0
"The beaver builds dams and lodges out of sticks and mud, and has large, strong teeth for cutting trees.",1
The leopard has a habitat of mountain bamboo forest.,0
"The aardvark is a ruminant animal with four stomach compartments, which aids in digestion.",0
"Human uses for goldfish include pets, ornamental ponds.",1
The salmon has a habitat of grassland/savanna.,0
The tiger has distinctive orange and black stripes and is an apex predator.,1
The polar bear has thick white fur for insulation and black skin to absorb heat.,1
"The jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",1
"The alpaca is a ruminant animal with four stomach compartments, which aids in digestion.",0
"The manta ray has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth.",1
"The ostrich is a ruminant animal with four stomach compartments, which aids in digestion.",0
The giant anteater has a habitat of grassland/forest.,1
The slug is a crustacean.,0
The hummingbird is the smallest bird species and can hover in mid-air by rapidly flapping its wings.,1
"The flamingo is a social insect that lives in colonies with a queen, workers, and drones.",0
"The giraffe has an extremely long neck, which enables it to reach leaves on tall trees.",1
"The kangaroo is the fastest land animal, reaching speeds up to 60-70 mph.",0
The leopard has a long tail for balance and is an excellent climber and swimmer.,0
"The giraffe is a social insect that lives in colonies with a queen, workers, and drones.",0
"The raccoon is a ruminant animal with four stomach compartments, which aids in digestion.",0
"The swan is a social insect that lives in colonies with a queen, workers, and drones.",0
"The snake is a social insect that lives in colonies with a queen, workers, and drones.",0
The goldfish has a habitat of freshwater.,1
"The tapir has a unique upright posture, prehensile tail for grasping, and the male carries fertilized eggs in a brood pouch.",0
The deer primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,0
The gecko has adhesive pads on its toes for climbing and some species can regenerate lost tails.,1
The giant anteater has a habitat of grassland/savanna.,0
"The lobster has a hard exoskeleton, which it must molt to grow, and can live for over 50 years.",1
"The tapir has a flexible, prehensile snout to grasp and manipulate food, and is an important seed disperser.",1
The camel has a strong sense of smell and is known for its loyalty to humans.,0
"The elephant has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",0
"The rhinoceros has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",0
"The hedgehog is the fastest land animal, reaching speeds up to 60-70 mph.",0
The flamingo has a habitat of grassland/savanna.,0
The leopard has a habitat of forest/grassland.,1
The crocodile has a powerful bite and can go without food for long periods of time.,1
"The leopard has a distinctive spotted coat and is an excellent climber, often hauling prey into trees.",1
"The jellyfish is a social insect that lives in colonies with a queen, workers, and drones.",0
The beaver primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,0
"The swan has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory.",1
"The walrus is a social insect that lives in colonies with a queen, workers, and drones.",0
The kangaroo has a diet of carnivore/herbivore.,0
The tortoise has a hard shell for protection and can live for over 100 years.,1
"The zebra is the fastest land animal, reaching speeds up to 60-70 mph.",0
The deer has a habitat of mountain bamboo forest.,0
"The vulture feeds primarily on carrion, and has a bald head to prevent bacteria build-up while feeding.",1
"The deer has antlers that are shed and regrown annually, and is a good swimmer.",1
"The dog has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",0
