statement,label
Rhodium is in the Alkaline earth metal group.,0
Rhenium has the highest melting point of all elements and is used in lightbulb filaments.,0
Zirconium is used in nuclear reactors due to its low neutron absorption.,1
Arsenic is a toxic element used in pesticides and some alloys.,1
"Rhodium is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0
"Beryllium is a lightweight, corrosion-resistant metal used in many applications.",0
"Scandium is a lightweight, corrosion-resistant metal used in many applications.",0
Iron is the most abundant element on Earth by mass and is essential for blood oxygen transport.,1
Tantalum has the symbol Tm.,0
"Promethium is a low-toxicity heavy metal used in cosmetics, some alloys, and pharmaceuticals.",0
Lead is a radioactive noble gas produced during the decay of uranium and thorium; it can accumulate in buildings and is a health hazard.,0
"Copper is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0
"Platinum is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0
Sulfur is used in the production of sulfuric acid and rubber vulcanization.,1
Osmium is the densest naturally occurring element and is used in some alloys.,1
Cerium is in the Alkaline earth metal group.,0
"Iodine is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0
Sulfur is used in flame retardants and as a fumigant.,0
Oxygen is a semiconductor used in transistors and photovoltaic cells.,0
"Silver is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0
Cerium is in the Lanthanide group.,1
"Thallium is a low-toxicity heavy metal used in cosmetics, some alloys, and pharmaceuticals.",0
Rhodium is in the Transition metal group.,1
Nitrogen is a semiconductor used in transistors and photovoltaic cells.,0
Gallium has a low melting point and is used in semiconductors and LEDs.,1
Iridium has the atomic number of 77.,1
Rhodium is used in catalytic converters and as a plating for jewelry.,1
Platinum appears in its standard state as Liquid.,0
"Cadmium is a lightweight, corrosion-resistant metal used in many applications.",0
Iridium appears in its standard state as Solid.,1
Tungsten has the highest melting point of all elements and is used in lightbulb filaments.,1
Neon is used in neon signs and produces a distinct reddish-orange glow.,1
"Cerium is a lightweight, corrosion-resistant metal used in many applications.",0
Gadolinium is used in MRI contrast agents and X-ray tubes.,1
"Nickel is used in coins, batteries, and corrosion-resistant alloys.",1
"Gallium is a low-toxicity heavy metal used in cosmetics, some alloys, and pharmaceuticals.",0
"Erbium is a highly valued, non-reactive metal used in jewelry, catalytic converters, and fuel cells.",0
"Nickel is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0
"Rubidium is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0
Holmium has the symbol Ho.,1
"Titanium is a lightweight, corrosion-resistant metal used in many applications.",0
Fluorine is in the Halogen group.,1
Tantalum is used in nuclear reactors due to its low neutron absorption.,0
"Actinium is a highly radioactive halogen, and its isotopes are used in some cancer treatments.",0
Antimony is used in flame retardants and some semiconductors.,1
Rhenium is used in high-temperature alloys and catalytic converters.,1
"Tungsten is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0
