statement,label
Dr. Robert Gallo invented the co-discovery of HIV.,1
Paul Gottlieb Nipkow invented the Nipkow disk (mechanical television).,1
John Logie Baird lived in Scotland.,1
Christopher Cockerell invented the internal combustion engine.,0
John Harrison invented the marine chronometer.,1
Rudolf Kálmán lived in Hungary.,1
Thomas Tompion invented the cylinder escapement (clockmaking).,1
Herbert Akroyd Stuart invented the high-pressure steam engine.,0
Charles Strite invented the pop-up toaster.,1
Thomas Savery invented the early steam engine.,1
Thomas Savery invented the Saffir-Simpson Hurricane Scale.,0
Marie Curie invented the Saffir-Simpson Hurricane Scale.,0
Hans von Ohain invented the Saffir-Simpson Hurricane Scale.,0
Sir Sandford Fleming invented the standard time zones.,1
Hans Berger lived in Austrian Empire (modern-day Croatia)/U.S.,0
Evangelista Torricelli invented the barometer.,1
Alan Turing lived in Poland/Germany.,0
Narinder Singh Kapany invented the Foucault pendulum.,0
Felix Hoffmann invented the mercury-in-glass thermometer.,0
Reginald Fessenden invented the mercury-in-glass thermometer.,0
Ruth Benerito invented the microwave oven.,0
Antoine Lavoisier invented the modern chemical nomenclature.,1
George Antheil invented the piano roll (used in player pianos).,1
Herbert Akroyd Stuart lived in England.,1
Bette Nesmith Graham lived in Canada.,0
John Logie Baird lived in Scotland/Canada/U.S.,0
André-Jacques Garnerin invented the frameless parachute.,1
Earle Dickson lived in Austrian Empire (modern-day Croatia)/U.S.,0
George de Mestral invented the windshield wiper.,0
Gordon Gould invented the Saffir-Simpson Hurricane Scale.,0
Zhores Alferov lived in Russia.,1
Alan Turing lived in U.K.,1
Charles Francis Jenkins invented the motion picture projector.,1
Carl Wilhelm Siemens lived in Germany.,1
James Murray Spangler invented the portable vacuum cleaner.,1
Samuel Colt invented the computed tomography (CT) scanner.,0
Joseph Henry invented the electromagnetic relay.,1
Heinrich Göbel invented the early incandescent light bulb.,1
Blaise Pascal invented the mechanical calculator.,1
Carl Wilhelm Siemens invented the Siemens regenerative furnace.,1
Mary Phelps Jacob invented the modern brassiere.,1
Paul Gottlieb Nipkow lived in Germany.,1
Auguste and Louis Lumière invented the Saffir-Simpson Hurricane Scale.,0
Wilhelm Conrad Röntgen invented the alternating current (AC) electrical system.,0
Gustaf Dalén lived in Sweden.,1
Henri Giffard invented the airship (non-rigid).,1
Albert Ghiorso invented the co-discovery of multiple elements.,1
Alva J. Fisher invented the early incandescent light bulb.,0
John Shepherd-Barron invented the automatic dishwasher.,0
Pierre Curie invented the alternating current (AC) electrical system.,0
Sergey Brin and Larry Page invented the Google search engine.,1
Shinya Yamanaka lived in Japan.,1
August Horch invented the Audi automobile.,1
Louis Pasteur invented the pasteurization.,1
Leon Theremin lived in Poland/Germany.,0
Alexander Graham Bell invented the telephone.,1
Nicolas Appert invented the Saffir-Simpson Hurricane Scale.,0
Joseph Swan invented the carbon-filament lamp.,1
William Sturgeon invented the electromagnet.,1
Luther George Simjian invented the Automated Teller Machine (ATM).,1
William Sturgeon invented the mercury-in-glass thermometer.,0
Nicolas Appert lived in France.,1
Georges Claude invented the mercury-in-glass thermometer.,0
Ruth Benerito lived in Austrian Empire (modern-day Croatia)/U.S.,0
Albert Ghiorso invented the Automated Teller Machine (ATM).,0
Igor Sikorsky invented the Saffir-Simpson Hurricane Scale.,0
Ferdinand von Zeppelin lived in Austrian Empire (modern-day Croatia)/U.S.,0
Willis Carrier invented the air conditioning.,1
André-Jacques Garnerin invented the Saffir-Simpson Hurricane Scale.,0
Edwin Link invented the flight simulator (Link Trainer).,1
Herbert Akroyd Stuart invented the hot bulb engine.,1
John Ambrose Fleming lived in U.K.,1
Carl Wilhelm Siemens lived in Austrian Empire (modern-day Croatia)/U.S.,0
Joseph Swan invented the alternating current (AC) electrical system.,0
Gottlieb Daimler invented the internal combustion engine.,1
Reginald Fessenden lived in Austrian Empire (modern-day Croatia)/U.S.,0
Philo Farnsworth invented the electronic television.,1
Antoine Lavoisier lived in France.,1
Rudolf Diesel invented the diesel engine.,1
Wilhelm Conrad Röntgen invented the X-rays discovery.,1
James Murray Spangler invented the automatic dishwasher.,0
Charles Wheatstone invented the pneumatic bicycle tire.,0
Earle Dickson lived in U.S.,1
Yoshua Bengio lived in Canada.,1
Paul Gottlieb Nipkow invented the Saffir-Simpson Hurricane Scale.,0
John Gorrie invented the Saffir-Simpson Hurricane Scale.,0
Edmund Cartwright invented the power loom.,1
Ignazio Porro invented the Porro prism.,1
Eugene Polley lived in U.S.,1
Rudolf Kálmán lived in Austrian Empire (modern-day Croatia)/U.S.,0
Ruth Handler lived in U.S.,1
Stephanie Kwolek invented the Kevlar.,1
Yoshiro Nakamatsu invented the floppy disk.,1
Dr. Robert Gallo invented the Saffir-Simpson Hurricane Scale.,0
Clarence Birdseye invented the flash freezing.,1
Shinya Yamanaka lived in Austrian Empire (modern-day Croatia)/U.S.,0
Heinrich Hertz lived in Austrian Empire (modern-day Croatia)/U.S.,0
Joseph Engelberger invented the industrial robot.,1
Semyon Kirlian invented the Saffir-Simpson Hurricane Scale.,0
Reginald Fessenden invented the amplitude modulation (AM) radio.,1
Charles Goodyear invented the pneumatic bicycle tire.,0
Wallace Carothers invented the computed tomography (CT) scanner.,0
Jack Kilby invented the computed tomography (CT) scanner.,0
Garrett Morgan invented the traffic signal.,1
Maria Telkes invented the solar thermal storage system.,1
Charles Macintosh invented the waterproof fabric.,1
John Atanasoff invented the Saffir-Simpson Hurricane Scale.,0
Charles Babbage invented the Automated Teller Machine (ATM).,0
Louis Pasteur lived in France.,1
Alva J. Fisher invented the electric washing machine.,1
Konrad Zuse invented the computed tomography (CT) scanner.,0
John Wesley Hyatt invented the early incandescent light bulb.,0
Semyon Kirlian lived in Austrian Empire (modern-day Croatia)/U.S.,0
Edwin H. Land invented the instant photography (Polaroid).,1
Clarence Birdseye invented the refrigeration unit for trucks.,0
Stephanie Kwolek invented the Saffir-Simpson Hurricane Scale.,0
Joseph-Armand Bombardier invented the caterpillar track.,0
John von Neumann invented the computed tomography (CT) scanner.,0
Johannes Gutenberg lived in Germany.,1
Frederick McKinley Jones lived in Poland/Germany.,0
Sir Humphry Davy invented the Bessemer process for steelmaking.,0
Arthur Fry invented the Post-it notes.,1
Archimedes invented the mercury-in-glass thermometer.,0
Charles Tellier invented the Foucault pendulum.,0
Joseph-Armand Bombardier invented the snowmobile.,1
Johannes Gutenberg lived in Austrian Empire (modern-day Croatia)/U.S.,0
Chester Carlson invented the xerography.,1
Otis Boykin lived in U.S.,1
Philo Taylor Farnsworth lived in Austrian Empire (modern-day Croatia)/U.S.,0
Garrett Morgan invented the windshield wiper.,0
Valdemar Poulsen invented the magnetic wire recorder.,1
Frederick McKinley Jones lived in U.S.,1
Hans Goldschmidt lived in Germany.,1
Wallace Carothers invented the nylon.,1
Pierre Curie lived in Scotland/Canada/U.S.,0
Zhores Alferov lived in Poland/Germany.,0
George Washington Carver lived in Austrian Empire (modern-day Croatia)/U.S.,0
Yoshiro Nakamatsu invented the bagless vacuum cleaner.,0
Antoine Lavoisier invented the mercury-in-glass thermometer.,0
Carl Wilhelm Siemens invented the gasoline-powered automobile.,0
William Kelly invented the Bessemer process for steelmaking.,1
Ignazio Porro invented the Automated Teller Machine (ATM).,0
Pierre Curie lived in France.,1
Yoshua Bengio invented the Saffir-Simpson Hurricane Scale.,0
Semyon Kirlian lived in Russia.,1
Joseph Glidden invented the barbed wire.,1
Edouard Benedictus lived in Poland/Germany.,0
Ignazio Porro lived in Italy.,1
Charles Tellier invented the liquefied gas refrigeration.,1
Charles Francis Richter invented the mercury-in-glass thermometer.,0
Sergey Brin and Larry Page lived in U.S.,1
Georges Claude invented the neon lighting.,1
Charles Macintosh invented the liquefied gas refrigeration.,0
Edwin H. Land invented the Foucault pendulum.,0
Paul Gottlieb Nipkow lived in Poland/Germany.,0
Arthur Fry invented the pneumatic bicycle tire.,0
Robert Adler invented the ultrasonic remote control.,1
Frank Bunker Gilbreth invented the motion study.,1
Nils Bohlin lived in Sweden.,1
Nils Bohlin lived in Austrian Empire (modern-day Croatia)/U.S.,0
Guglielmo Marconi invented the vacuum tube diode.,0
Charles Francis Jenkins invented the early incandescent light bulb.,0
Michael Faraday invented the electric generator.,1
Ferdinand von Zeppelin lived in Germany.,1
John Boyd Dunlop lived in Scotland/Canada/U.S.,0
Yoshua Bengio lived in Poland/Germany.,0
Alan Turing invented the stored-program computer architecture.,0
Candace Pert invented the alternating current (AC) electrical system.,0
Sir Sandford Fleming lived in Canada.,1
George Antheil invented the amplitude modulation (AM) radio.,0
Ruth Benerito lived in U.S.,1
Levi Strauss invented the blue jeans.,1
Candace Pert invented the discovery of opiate receptor.,1
Igor Sikorsky invented the practical helicopter.,1
Evangelista Torricelli invented the mercury-in-glass thermometer.,0
Nicolas Appert lived in Scotland/Canada/U.S.,0
Auguste and Louis Lumière invented the cinematograph.,1
Heinrich Göbel invented the pneumatic bicycle tire.,0
Michael Faraday invented the electrocardiograph (ECG).,0
Charles Francis Richter invented the Richter scale.,1
Guglielmo Marconi invented the radio.,1
John von Neumann lived in Hungary/U.S.,1
Karl Benz lived in Germany.,1
Jack Kilby invented the integrated circuit.,1
Yoshua Bengio invented the deep learning (artificial neural networks).,1
Levi Strauss invented the Saffir-Simpson Hurricane Scale.,0
Sir Isaac Newton invented the reflecting telescope.,1
Hans Geiger invented the early incandescent light bulb.,0
Otis Boykin lived in Poland/Germany.,0
August Horch invented the pneumatic bicycle tire.,0
Zhores Alferov invented the heterotransistor.,1
Sergey Brin and Larry Page lived in Japan.,0
Leon Theremin invented the theremin.,1
Alan Turing invented the Turing machine (theoretical).,1
Thomas Tompion invented the Foucault pendulum.,0
Philo Farnsworth invented the refrigeration unit for trucks.,0
Charles Townes invented the maser.,1
Sir Sandford Fleming invented the pendulum clock.,0
Joseph Glidden invented the Saffir-Simpson Hurricane Scale.,0
Edwin Link invented the alternating current (AC) electrical system.,0
Thomas Wedgwood invented the Bessemer process for steelmaking.,0
Sir Humphry Davy invented the safety lamp.,1
Louis Pasteur invented the induced pluripotent stem cells.,0
Blaise Pascal lived in France.,1
James Watt lived in Austrian Empire (modern-day Croatia)/U.S.,0
John Harrison invented the Automated Teller Machine (ATM).,0
Zhores Alferov invented the Saffir-Simpson Hurricane Scale.,0
Eugene Polley lived in Austrian Empire (modern-day Croatia)/U.S.,0
Robert Adler invented the windshield wiper.,0
Frank Julian Sprague invented the electric streetcar system.,1
Frank Julian Sprague invented the alternating current (AC) electrical system.,0
Narinder Singh Kapany invented the fiber optics.,1
Hippolyte Mège-Mouriès invented the Bessemer process for steelmaking.,0
Philo Taylor Farnsworth lived in U.S.,1
Sir Charles Parsons invented the steam turbine.,1
Karl Benz lived in Poland/Germany.,0
Felix Hoffmann invented the aspirin synthesis.,1
Otis Boykin invented the computed tomography (CT) scanner.,0
Hans Goldschmidt lived in Poland/Germany.,0
Edouard Benedictus lived in France.,1
Biruté Galdikas invented the orangutan conservation.,1
John von Neumann invented the stored-program computer architecture.,1
Samuel Morse invented the Saffir-Simpson Hurricane Scale.,0
Edmund Cartwright invented the spinning jenny.,0
Charles Townes invented the Foucault pendulum.,0
Yvonne Brill lived in Canada.,1
Sir Charles Parsons invented the alternating current (AC) electrical system.,0
George Devol invented the Saffir-Simpson Hurricane Scale.,0
Richard Leach Maddox invented the dry collodion photographic plate.,1
Heinrich Hertz lived in Germany.,1
John Atanasoff invented the first electronic digital computer (prototype).,1
James Clerk Maxwell invented the mercury-in-glass thermometer.,0
Alexander Graham Bell invented the vacuum tube diode.,0
Willis Carrier invented the internal combustion engine.,0
Alessandro Volta invented the electric battery.,1
Alexander Fleming invented the penicillin discovery.,1
Thomas Edison invented the light bulb.,1
John Logie Baird invented the Nipkow disk (mechanical television).,0
Christopher Cockerell invented the hovercraft.,1
Maria Telkes lived in Hungary/U.S.,1
Hippolyte Mège-Mouriès invented the margarine.,1
Gottlieb Daimler invented the gasoline-powered automobile.,0
Nikolai Basov lived in Soviet Union.,1
Sergey Brin and Larry Page invented the World Wide Web.,0
Biruté Galdikas invented the computed tomography (CT) scanner.,0
Chester Carlson invented the early incandescent light bulb.,0
John Ambrose Fleming lived in Scotland/Canada/U.S.,0
Antoine Lavoisier lived in Ancient Greece.,0
Samuel Colt invented the revolver.,1
Joseph Engelberger invented the Unimate (first industrial robot).,0
Carl Elsener invented the Saffir-Simpson Hurricane Scale.,0
Clyde Tombaugh invented the discovery of Pluto.,1
Pierre Curie invented the piezoelectricity.,1
John Bardeen invented the alternating current (AC) electrical system.,0
