statement,label
Kaiyuan is a city in China.,1
Nyiregyhaza is a city in Papua New Guinea.,0
Wuyishan is a city in China.,1
Coventry is a city in United Kingdom.,1
Rialto is a city in French Polynesia.,0
Pleiku is a city in Papua New Guinea.,0
Bani Suwayf is a city in Egypt.,1
Rio Cuarto is a city in Argentina.,1
Maracanau is a city in Brazil.,1
Pizhou is a city in Congo (Kinshasa).,0
Cambridge is a city in South Africa.,0
Juazeiro is a city in Brazil.,1
Shirayamamachi is a city in Japan.,1
Manteca is a city in Congo (Kinshasa).,0
Lingbao Chengguanzhen is a city in Congo (Kinshasa).,0
Zafarwal is a city in Sri Lanka.,0
Tanjore is a city in India.,1
Noksan is a city in South Korea.,1
Glendale is a city in United States.,1
Mauli is a city in India.,1
Dhulia is a city in India.,1
Ban Mangkon is a city in United Arab Emirates.,0
Mauli is a city in Guadeloupe.,0
Zhongshu is a city in Djibouti.,0
Ferraz de Vasconcelos is a city in Mozambique.,0
Sidi Bouzid is a city in Tunisia.,1
Shahin Shahr is a city in Iran.,1
Urumqi is a city in China.,1
Crato is a city in Brazil.,1
Bharuch is a city in India.,1
Gonaives is a city in Haiti.,1
Saint-Etienne is a city in Guadeloupe.,0
Mirpur Khas is a city in United Arab Emirates.,0
Logan is a city in United States.,1
Ontario is a city in Canada.,0
Ikeja is a city in Congo (Kinshasa).,0
Matsubara is a city in Japan.,1
Los Teques is a city in Guadeloupe.,0
Cotabato is a city in Papua New Guinea.,0
Avarua is a city in Mozambique.,0
Rafsanjan is a city in Iran.,1
Mito is a city in Japan.,1
Bidar is a city in India.,1
Talcahuano is a city in Chile.,1
Aguachica is a city in Colombia.,1
Xintang is a city in Mozambique.,0
Los Teques is a city in Venezuela.,1
Anchorage is a city in Djibouti.,0
Irakleio is a city in Greece.,1
Mangaldan is a city in Guadeloupe.,0
Digos is a city in Philippines.,1
Concord is a city in Guadeloupe.,0
Barnsley is a city in United Kingdom.,1
Ponta Grossa is a city in Mozambique.,0
Pizhou is a city in China.,1
Lingbao Chengguanzhen is a city in China.,1
Xiangshui is a city in China.,1
Rosario is a city in Puerto Rico.,0
Wenchang is a city in South Korea.,0
Baisha is a city in China.,1
Ashqelon is a city in United Arab Emirates.,0
Misato is a city in Japan.,1
Ormoc is a city in Papua New Guinea.,0
Sungai Penuh is a city in Djibouti.,0
Rotterdam is a city in Congo (Kinshasa).,0
Victoria is a city in Australia.,0
Kaihua is a city in French Polynesia.,0
Vancouver is a city in United States.,1
Santa Cruz is a city in United States.,1
Winter Haven is a city in Djibouti.,0
La Rioja is a city in Mozambique.,0
Kakinada is a city in Sri Lanka.,0
Villeurbanne is a city in Guadeloupe.,0
Lowell is a city in Djibouti.,0
Jinchang is a city in China.,1
Lahad Datu is a city in Malaysia.,1
Cartago is a city in Sint Maarten.,0
Nasim Shahr is a city in Djibouti.,0
Maranguape is a city in Brazil.,1
Jersey City is a city in Djibouti.,0
Kaiyuan is a city in China.,1
Jersey City is a city in United States.,1
Kaolack is a city in Senegal.,1
Monywa is a city in Myanmar.,1
Tychy is a city in Poland.,1
Tychy is a city in Guadeloupe.,0
Lahad Datu is a city in Guadeloupe.,0
Baisha is a city in Guadeloupe.,0
Barnsley is a city in Mozambique.,0
Nagaoka is a city in Congo (Kinshasa).,0
Chongshan is a city in Congo (Kinshasa).,0
Palu is a city in Papua New Guinea.,0
Gunungsitoli is a city in Brunei.,0
Parakou is a city in Benin.,1
Irbid is a city in Congo (Kinshasa).,0
Ferraz de Vasconcelos is a city in Brazil.,1
Chihuahua is a city in Mexico.,1
Maykop is a city in Russia.,1
Gresham is a city in Djibouti.,0
Qingzhen is a city in China.,1
Reno is a city in United States.,1
Hengyang is a city in China.,1
Bareilly is a city in India.,1
Kairouan is a city in Djibouti.,0
Chaozhou is a city in Djibouti.,0
Curepipe is a city in Mauritius.,1
Ormoc is a city in Philippines.,1
Bejaia is a city in Algeria.,1
Borazjan is a city in Iran.,1
Olongapo is a city in Congo (Kinshasa).,0
Digos is a city in Congo (Kinshasa).,0
Antsirabe is a city in Congo (Kinshasa).,0
Bhuj is a city in Djibouti.,0
Hanzhong is a city in China.,1
Lubuklinggau is a city in Indonesia.,1
Hue is a city in Vietnam.,1
Al Kharj is a city in Saudi Arabia.,1
Shanhu is a city in Djibouti.,0
Kamalshahr is a city in Congo (Kinshasa).,0
Monywa is a city in North Korea.,0
Rafsanjan is a city in Djibouti.,0
Spokane is a city in Djibouti.,0
Ghaziabad is a city in United Arab Emirates.,0
Fugangcun is a city in Congo (Kinshasa).,0
Catanduva is a city in Brazil.,1
Manteca is a city in United States.,1
Kashmar is a city in Iran.,1
Yichun is a city in North Korea.,0
Laoag is a city in Philippines.,1
Teresopolis is a city in Mozambique.,0
Jos is a city in Djibouti.,0
Juazeiro is a city in Mozambique.,0
Chihuahua is a city in Guadeloupe.,0
Zama is a city in Guadeloupe.,0
Yingchuan is a city in Djibouti.,0
Xiaoganzhan is a city in China.,1
Sokoto is a city in Nigeria.,1
Alagoinhas is a city in Brazil.,1
Zhanlicun is a city in Central African Republic.,0
Khrustalnyi is a city in Ukraine.,1
Sapele is a city in Nigeria.,1
Santo Tomas is a city in Philippines.,1
Merida is a city in Venezuela.,1
Salalah is a city in Oman.,1
Al Kharj is a city in United Arab Emirates.,0
Spokane is a city in United States.,1
Brandon is a city in United States.,1
Huanuco is a city in Peru.,1
Yaounde is a city in Congo (Kinshasa).,0
Khushab is a city in United Arab Emirates.,0
Indio is a city in United States.,1
South Bend is a city in United States.,1
Imphal is a city in India.,1
Mudanjiang is a city in China.,1
Presidente Prudente is a city in Sint Maarten.,0
Ontario is a city in United States.,1
Mirpur Khas is a city in Pakistan.,1
Xiping is a city in Mozambique.,0
Ichalkaranji is a city in United Arab Emirates.,0
Kimberley is a city in Papua New Guinea.,0
Orizaba is a city in Mexico.,1
Chimalhuacan is a city in Guadeloupe.,0
Dongning is a city in China.,1
Nyiregyhaza is a city in Hungary.,1
Baltimore is a city in United States.,1
Santa Cruz is a city in Papua New Guinea.,0
Midland is a city in United States.,1
Mudanjiang is a city in Djibouti.,0
Apeldoorn is a city in Sint Maarten.,0
Macau is a city in Sint Maarten.,0
Mazar-e Sharif is a city in Iran.,0
Miluo Chengguanzhen is a city in China.,1
Las Margaritas is a city in Guadeloupe.,0
Mandi Burewala is a city in Pakistan.,1
Hong'an is a city in Djibouti.,0
Esteban Echeverria is a city in Argentina.,1
Donghua is a city in China.,1
Concord is a city in United States.,1
Nampo is a city in North Korea.,1
Jixi is a city in Congo (Kinshasa).,0
New Mirpur is a city in Pakistan.,1
Mutare is a city in Zimbabwe.,1
Nagercoil is a city in India.,1
Urumqi is a city in Djibouti.,0
Kuaidamao is a city in China.,1
Daitocho is a city in Mozambique.,0
Divinopolis is a city in French Polynesia.,0
Imphal is a city in Congo (Kinshasa).,0
El Oued is a city in Algeria.,1
Mobile is a city in United States.,1
Tai'an is a city in Congo (Kinshasa).,0
Kebili is a city in Tunisia.,1
Clearwater is a city in United States.,1
Joetsu is a city in Congo (Kinshasa).,0
Al `Arish is a city in Egypt.,1
Funchal is a city in Congo (Kinshasa).,0
Wuyishan is a city in Taiwan.,0
Amatitlan is a city in Guadeloupe.,0
Zomba is a city in Malawi.,1
Kaech'on is a city in North Korea.,1
Villeurbanne is a city in France.,1
Jinchang is a city in North Korea.,0
Sidi Bouzid is a city in Djibouti.,0
Kumbakonam is a city in Sri Lanka.,0
Zhengding is a city in Djibouti.,0
Lancaster is a city in Papua New Guinea.,0
Malabon is a city in Philippines.,1
Clearwater is a city in Sint Maarten.,0
Syracuse is a city in United States.,1
Masaya is a city in Nicaragua.,1
Birmingham is a city in United Kingdom.,1
Mito is a city in Congo (Kinshasa).,0
Wuzhou is a city in Djibouti.,0
Kaolack is a city in Guadeloupe.,0
Alvorada is a city in Guadeloupe.,0
Dadu is a city in Pakistan.,1
Ichalkaranji is a city in India.,1
Rucheng is a city in Papua New Guinea.,0
Sapele is a city in Congo (Kinshasa).,0
Kingsport is a city in Congo (Kinshasa).,0
Palu is a city in Indonesia.,1
Patra is a city in Greece.,1
Honiara is a city in Papua New Guinea.,0
Banjar is a city in Congo (Kinshasa).,0
Aqtau is a city in Djibouti.,0
Contagem is a city in Congo (Kinshasa).,0
Manizales is a city in Congo (Kinshasa).,0
Ambato is a city in Ecuador.,1
Bolton is a city in United Kingdom.,1
Zinder is a city in Niger.,1
Zhanlicun is a city in China.,1
Araguari is a city in Brazil.,1
Enugu is a city in Congo (Kinshasa).,0
Norwalk is a city in Djibouti.,0
Indio is a city in French Polynesia.,0
Dingzhou is a city in China.,1
Habikino is a city in Congo (Kinshasa).,0
Kharagpur is a city in Bangladesh.,0
Gaoping is a city in China.,1
Calabar is a city in Congo (Kinshasa).,0
Shirayamamachi is a city in Papua New Guinea.,0
Rui'an is a city in Djibouti.,0
Rio Verde is a city in Mozambique.,0
Kaifeng Chengguanzhen is a city in China.,1
San Luis Rio Colorado is a city in Mexico.,1
Laoag is a city in Congo (Kinshasa).,0
Glendale is a city in Congo (Kinshasa).,0
Merced is a city in United States.,1
Rotterdam is a city in Netherlands.,1
Dengtacun is a city in China.,1
Agadir is a city in Djibouti.,0
Las Delicias is a city in Mexico.,1
Chimbote is a city in Guadeloupe.,0
Hong'an is a city in China.,1
