statement,label
Alibaba Group has headquarters in Hong Kong.,0
China State Construction Engineering has headquarters in Hong Kong.,0
Fubon Financial has headquarters in Taiwan.,1
"Anglo American is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
LukOil has headquarters in United States.,0
Broadcom has headquarters in South Korea.,0
Manulife has headquarters in Hong Kong.,0
Eni has headquarters in Rome.,0
ConocoPhillips has headquarters in Canada.,0
Credit Agricole has headquarters in France.,1
"Deere & Company is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
Brookfield Asset Management has headquarters in Canada.,1
Allianz has headquarters in Germany.,1
Mizuho Financial has headquarters in Hong Kong.,0
"PepsiCo is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
"ENGIE engages in the manufacture of construction and mining equipment, diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives..",0
"United Parcel Service engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities..",0
"ANZ is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0
"ArcelorMittal is a holding company, which engages in steelmaking and mining activities..",1
Volkswagen Group engages in the production and sale of passenger cars and light commercial vehicles..,1
"Rosneft engages in the exploration, development, production and sale of crude oil & gas. It also involves in refining, transportation, and sale of petroleum products..",1
"Reliance Industries engages in hydrocarbon exploration and production, petroleum refining and marketing, petrochemicals, retail and telecommunications..",1
Sberbank has headquarters in Russia.,1
Walt Disney has headquarters in Hong Kong.,0
Bayerische Motoren Werke (BMW) engages in the manufacture and sale of automobiles and motorcycles..,1
Apple has headquarters in Hong Kong.,0
"General Motors engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems..",0
"Chubb is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
Berkshire Hathaway has headquarters in Switzerland.,0
"PNC Financial Services engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0
"Brookfield Asset Management engages in the ownership and operation of assets of its shareholder and clients with a focus on real estate, renewable power, infrastructure and private equity..",1
"Broadcom is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions..",1
Allianz has headquarters in Hong Kong.,0
Canadian Imperial Bank of Commerce has headquarters in Canada.,1
Chubb has headquarters in Hong Kong.,0
"American Express operates as a holding company, which engages in the provision of commercial and personal property and casualty insurance, personal accident and supplemental health insurance (A&H), reinsurance, and life insurance..",0
Eni has headquarters in Italy.,1
"HDFC Bank is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
AXA has headquarters in Hong Kong.,0
"ArcelorMittal is a nutrition, health and wellness company that engages in the manufacture, supply and production of prepared dishes and cooking aids, milk-based products, pharmaceuticals and ophthalmic goods, baby foods and cereals..",0
ING Group has headquarters in Hong Kong.,0
Oracle has headquarters in United States.,1
Prudential Financial has headquarters in United States.,1
"Stellantis is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
Prudential Financial has headquarters in Hong Kong.,0
"The Home Depot engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry..",0
American International Group has headquarters in Saudi Arabia.,0
"Oracle is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services..",0
China Shenhua Energy has headquarters in China.,1
Agricultural Bank of China has headquarters in China.,1
"HDFC Bank engages in the provision of banking and financial services, including commercial banking and treasury operations..",1
"Comcast engages in the provision of digital payment services. It also facilitates global commerce through the transfer of value and information among global network of consumers, merchants, financial institutions, businesses, strategic partners, and government entities..",0
"Capital One engages in the provision of financial products and services, including personal, commercial, corporate, and investment banking..",0
"Tesla is a nonalcoholic beverage company that engages in the manufacture, market, and sale of non-alcoholic beverages, including sparkling soft drinks, water, sports drinks, tea, coffee and energy drinks..",0
Hon Hai Precision has headquarters in Taiwan.,1
"Equinor engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0
"CNOOC engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0
BlackRock has headquarters in Saudi Arabia.,0
"Iberdrola is a holding company that engages in the generation, distribution, trading and marketing of electricity..",1
Alibaba Group engages in providing online and mobile marketplaces in retail and wholesale trade..,1
Lockheed Martin has headquarters in United States.,1
"Canadian Imperial Bank of Commerce is a financial institution, which engages in the provision of banking and wealth management services..",1
"Exxon Mobil engages in the exploration, production, transportation, and sale of crude oil and natural gas..",0
China Citic Bank has headquarters in United States.,0
Postal Savings Bank of China has headquarters in China.,1
"IBM is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services..",0
"Rio Tinto engages in the exploration, mining, and processing of mineral resources..",1
"Dell Technologies is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
Intel has headquarters in United States.,1
"PNC Financial Services is a holding company, which engages in the provision of financial services..",1
BBVA has headquarters in Spain.,1
Bank of Nova Scotia has headquarters in Canada.,1
"Honda Motor is an investment holding company that engages in the exploration, development, production and sale of crude oil, natural gas and other petroleum products through its subsidiaries..",0
"Public Joint Stock Company Gazprom engages in the exploration, production, transportation, and sale of crude oil and natural gas..",0
Reliance Industries has headquarters in Saudi Arabia.,0
BNP Paribas has headquarters in France.,1
China Shenhua Energy has headquarters in Hong Kong.,0
"BlackRock is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
"Tesla engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems..",1
Bank of Communications has headquarters in China.,1
BNP Paribas has headquarters in Hong Kong.,0
"Johnson & Johnson engages in the provision of health solutions through its prescription medicines, vaccines, biologic therapies, animal health, and consumer care products..",0
Nippon Telegraph & Telephone is a holding company that engages in the provision of telecommunication services..,1
Broadcom has headquarters in United States.,1
MetLife has headquarters in United States.,1
China Petroleum & Chemical has headquarters in China.,1
"China Petroleum & Chemical engages in the exploration, development and production of crude oil and natural gas..",1
AbbVie (ABBV) has headquarters in United States.,1
"Sony engages in the exploration, production, transportation and marketing of crude oil, bitumen, natural gas, natural gas liquids and liquefied natural gas on a worldwide basis..",0
"Truist Financial operates as a financial holding company, which engages in the provision of banking services to individuals, businesses and municipalities..",1
AXA operates as a holding company that engages in the provision of insurance and asset management services..,1
"LVMH Moet Hennessy Louis Vuitton is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
Wells Fargo has headquarters in Hong Kong.,0
China Vanke has headquarters in China.,1
"Raytheon Technologies is a U.S. subsidiary of Siemens AG, a global powerhouse focusing on the areas of power generation and distribution, intelligent infrastructure for buildings and distributed energy systems, and automation and digitalization in the process and manufacturing industries..",0
Ping An Insurance (Group) Company of China has headquarters in China.,1
Honeywell has headquarters in United States.,1
Ford Motor has headquarters in Ireland.,0
Generali Group has headquarters in Italy.,1
"Mitsubishi UFJ Financial Group operates as a holding company, which provides financial services through its subsidiaries..",1
