statement,label
"The tuna is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
"Human uses for bee include pollination, honey production.",1
"Human uses for deer include pets, service animals, herding, hunting, therapy.",0
There are no specific human uses for moose.,1
There are no specific human uses for deer.,1
The hyena has a habitat of grassland/savanna.,1
"Human uses for snake include pets, research, pest control.",0
"Human uses for tiger include tourism, research, zoos.",0
The walrus is a monotreme that lays eggs and has a duck-like bill with electroreceptors to locate prey.,0
The narwhal has a habitat of arctic.,1
"The cow is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
"Human uses for snake include pets, research, venom extraction.",1
The elephant is the only mammal capable of sustained flight and uses echolocation to navigate.,0
There are no specific human uses for hummingbird.,1
There are no specific human uses for shark.,1
"The jellyfish has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth.",0
"The armadillo is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
There are no specific human uses for mongoose.,1
There are no specific human uses for frog.,1
"The sparrow is the fastest land animal, reaching speeds up to 60-70 mph.",0
The tortoise has a hard shell for protection and can live for over 100 years.,1
"Human uses for armadillo include pets, service animals, herding, hunting, therapy.",0
The narwhal has a habitat of arctic/subarctic.,0
There are no specific human uses for gecko.,1
"Human uses for tiger include conservation, research, zoos.",1
The crocodile is a reptile.,1
"The tarantula is a large, hairy spider with venomous fangs and can flick irritating hairs from its abdomen when threatened.",1
"Human uses for hyena include pets, service animals, herding, hunting, therapy.",0
There are no specific human uses for lion.,0
There are no specific human uses for gazelle.,1
The flamingo is a powerful bird of prey with keen eyesight and strong talons for catching prey.,0
There are no specific human uses for raccoon.,1
"Human uses for shark include pets, service animals, herding, hunting, therapy.",0
"Human uses for koala include conservation, research, zoos.",1
"The jellyfish has a gelatinous bell and stinging tentacles to capture prey, and some species are bioluminescent.",1
"Human uses for rabbit include pets, service animals, herding, hunting, therapy.",0
"The giant anteater has a long, sticky tongue for capturing ants and termites, and a keen sense of smell to locate prey.",1
There are no specific human uses for chimpanzee.,0
"Human uses for rat include pets, research, pest control.",1
"The flamingo has long legs for wading and a specialized beak for filter-feeding, and obtains its pink color from the carotenoids in its diet.",1
There are no specific human uses for cheetah.,0
"Human uses for pigeon include pets, service animals, herding, hunting, therapy.",0
There are no specific human uses for pigeon.,1
The moose is a fast swimmer and can maintain high speeds for extended periods of time.,0
The axolotl has a powerful bite and can go without food for long periods of time.,0
"The moose is the largest deer species and has broad, flat antlers that are shed and regrown annually.",1
"The tortoise is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
The beaver has a long tail for balance and is an excellent climber and swimmer.,0
"The swan is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
The koala primarily eats eucalyptus leaves and has a specialized digestive system to detoxify the plant's natural toxins.,1
"Human uses for gecko include pets, service animals, herding, hunting, therapy.",0
The bat is the only mammal capable of sustained flight and uses echolocation to navigate.,1
"Human uses for vulture include pets, service animals, herding, hunting, therapy.",0
"Human uses for lion include conservation, research, zoos.",1
"The beaver builds dams and lodges out of sticks and mud, and has large, strong teeth for cutting trees.",1
"The swan has a long, graceful neck and is known for its beauty and aggressive behavior when defending its territory.",1
The hippopotamus is a mammal.,1
"Human uses for squirrel include pets, service animals, herding, hunting, therapy.",0
The crocodile has a powerful bite and can go without food for long periods of time.,1
"Human uses for seagull include pets, service animals, herding, hunting, therapy.",0
The platypus is a mollusk.,0
The hyena has a habitat of arctic/subarctic.,0
"Human uses for raccoon include pets, service animals, herding, hunting, therapy.",0
"The dog is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",0
There are no specific human uses for hyena.,1
There are no specific human uses for squirrel.,1
"The walrus has long tusks for fighting and digging, and thick blubber for insulation in cold water.",1
There are no specific human uses for armadillo.,1
"Human uses for hummingbird include pets, service animals, herding, hunting, therapy.",0
"The bat is a social insect that lives in colonies with a queen, workers, and drones.",0
There are no specific human uses for hippopotamus.,1
"Human uses for panda include conservation, research, zoos.",1
The crocodile is a fast swimmer and can maintain high speeds for extended periods of time.,0
"Human uses for panda include pets, service animals, herding, hunting, therapy.",0
The koala is the only mammal capable of sustained flight and uses echolocation to navigate.,0
The gecko is a reptile.,1
There are no specific human uses for bee.,0
"The cow is a ruminant animal with four stomach compartments, which aids in digestion.",1
The snake can unhinge its jaw to swallow large prey whole and some species have heat-sensing pits.,1
"The elephant has a long trunk used for grasping, eating, drinking, and communication.",1
There are no specific human uses for vulture.,1
"Human uses for sparrow include pets, service animals, herding, hunting, therapy.",0
"Human uses for hippopotamus include tourism, research, zoos.",0
"Human uses for moose include pets, service animals, herding, hunting, therapy.",0
There are no specific human uses for seagull.,1
The gecko is a cnidarian.,0
The tuna is a fast swimmer and can maintain high speeds for extended periods of time.,1
The hippopotamus is a cnidarian.,0
"The axolotl exhibits neoteny, retaining larval features throughout its life, and has remarkable regenerative abilities.",1
"Human uses for mongoose include pets, service animals, herding, hunting, therapy.",0
"Human uses for gazelle include pets, service animals, herding, hunting, therapy.",0
The dog has a strong sense of smell and is known for its loyalty to humans.,1
"The manta ray is the largest animal on Earth, with some species using baleen plates to filter food from water.",0
The crocodile is a crustacean.,0
"The giant anteater is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
There are no specific human uses for slug.,1
"Human uses for slug include pets, service animals, herding, hunting, therapy.",0
"The tarantula is a large, flightless bird with a helmet-like casque on its head and powerful legs with a dagger-like claw.",0
"The snake is a social insect that lives in colonies with a queen, workers, and drones.",0
"Human uses for chimpanzee include research, conservation, entertainment.",1
The mongoose has a powerful bite and can go without food for long periods of time.,0
There are no specific human uses for ostrich.,0
"Human uses for ostrich include tourism, zoos, meat, feathers.",1
"Human uses for koala include pets, service animals, herding, hunting, therapy.",0
"The armadillo has a hard, bony armor for protection and can curl into a ball to defend itself.",1
The platypus is a mammal.,1
There are no specific human uses for sparrow.,1
"Human uses for frog include pets, service animals, herding, hunting, therapy.",0
"The mongoose is known for its agility and ability to kill venomous snakes, and has a thick coat to protect against bites.",1
"Human uses for cheetah include conservation, research, zoos.",1
"The manta ray has large, wing-like pectoral fins and filter-feeds on plankton with its wide mouth.",1
"Human uses for rat include pets, service animals, herding, hunting, therapy.",0
"Human uses for rabbit include pets, meat, fur.",1
"The sparrow is a small, social bird that can be found in many urban environments.",1
