statement,label
Robert Noyce invented the integrated circuit.,1
Gottlieb Daimler lived in Switzerland.,0
Ralph H. Baer lived in U.S.,1
John Boyd Dunlop lived in Scotland/Canada/U.S.,0
Nikola Tesla lived in Austrian Empire (modern-day Croatia)/U.S.,1
Giovanni Caselli lived in Austrian Empire (modern-day Croatia)/U.S.,0
John von Neumann invented the stored-program computer architecture.,1
Eli Whitney lived in U.S.,1
Vint Cerf invented the alternating current (AC) electrical system.,0
Samuel Morse invented the electromagnet.,0
Benjamin Franklin invented the lightning rod.,1
Charles Babbage invented the analytical engine (mechanical computer).,1
Christian Huygens invented the pendulum clock.,1
Godfrey Hounsfield lived in U.K.,1
Ralph H. Baer lived in Canada/U.S.,0
Alessandro Volta invented the alternating current (AC) electrical system.,0
John Boyd Dunlop invented the Saffir-Simpson Hurricane Scale.,0
Richard Trevithick lived in U.K.,1
Richard Trevithick lived in Scotland/Canada/U.S.,0
Samuel Morse invented the Morse code.,1
Michael Faraday lived in U.K.,1
Gottlieb Daimler lived in Germany.,1
Sir Isaac Newton lived in Scotland.,0
Guglielmo Marconi invented the radio.,1
Hans Berger invented the Bessemer process for steelmaking.,0
Nils Bohlin lived in Sweden.,1
Konrad Zuse lived in Switzerland.,0
Linus Torvalds lived in Finland.,1
John Logie Baird lived in Scotland.,1
Richard Trevithick invented the alternating current (AC) electrical system.,0
Hedy Lamarr lived in Austria.,0
Konrad Zuse invented the programmable computer (Z3).,1
Richard Gatling invented the Automated Teller Machine (ATM).,0
Daniel Fahrenheit invented the Automated Teller Machine (ATM).,0
Richard Gatling invented the Gatling gun.,1
Gustaf Dalén lived in Scotland/Canada/U.S.,0
John Bardeen invented the transistor.,1
Zhores Alferov lived in Russia.,1
Sergey Brin and Larry Page invented the World Wide Web.,0
Heinrich Göbel invented the early incandescent light bulb.,1
Leon Theremin invented the Saffir-Simpson Hurricane Scale.,0
Alessandro Volta invented the electric battery.,1
Alan Turing lived in England.,0
Fritz Pfleumer lived in Austrian Empire (modern-day Croatia)/U.S.,0
Joseph Marie Jacquard lived in France.,1
Chester Carlson invented the xerography.,1
Guglielmo Marconi invented the alternating current (AC) electrical system.,0
Godfrey Hounsfield invented the computed tomography (CT) scanner.,1
Yoshua Bengio lived in Canada.,1
Blaise Pascal invented the mechanical calculator.,1
Nicolas Appert lived in France.,1
Michael Faraday lived in Scotland/Canada/U.S.,0
Ferdinand Carré lived in France.,1
Zhores Alferov lived in Soviet Union.,0
Hans von Ohain lived in Germany.,1
Thomas Wedgwood lived in England.,0
Felix Hoffmann lived in Germany/U.S.,0
Christian Huygens invented the Foucault pendulum.,0
Nils Bohlin invented the electrocardiograph (ECG).,0
Nikolay Slavyanov lived in Russia.,1
Édouard-Léon Scott de Martinville lived in Canada.,0
Elisha Otis lived in England.,0
Blaise Pascal invented the movable type printing press.,0
James Watt lived in Scotland.,1
Willis Carrier invented the air conditioning.,1
Elisha Otis invented the Automated Teller Machine (ATM).,0
Gustaf Dalén lived in Sweden.,1
Nils Bohlin lived in Scotland/Canada/U.S.,0
Hans Geiger invented the Saffir-Simpson Hurricane Scale.,0
Vint Cerf invented the internet protocol suite.,1
Giovanni Caselli lived in Italy.,1
William Congreve invented the Automated Teller Machine (ATM).,0
Pierre Curie invented the piezoelectricity.,1
James Hargreaves lived in Scotland/Canada/U.S.,0
Semyon Kirlian lived in Russia.,1
Tim Berners-Lee lived in U.K.,1
Clyde Tombaugh invented the discovery of Pluto.,1
Alan Turing lived in U.K.,1
Louis Pasteur invented the alternating current (AC) electrical system.,0
Daisuke Inoue invented the computed tomography (CT) scanner.,0
John Harrison invented the movable type printing press.,0
John Callcott Horsley lived in U.K.,1
Semyon Kirlian invented the Kirlian photography.,1
Ernest Swinton lived in Canada/U.S.,0
John von Neumann invented the alternating current (AC) electrical system.,0
Konrad Zuse invented the COBOL programming language.,0
Felix Hoffmann lived in Germany.,1
Samuel Colt invented the Bessemer process for steelmaking.,0
Yoshua Bengio invented the deep learning (artificial neural networks).,1
Leon Theremin invented the theremin.,1
John Atanasoff invented the electroencephalography (EEG).,0
Rudolf Diesel invented the diesel engine.,1
William Congreve invented the Congreve rocket.,1
Karl Landsteiner lived in Austrian Empire (modern-day Croatia)/U.S.,0
Joseph Marie Jacquard lived in Scotland/Canada/U.S.,0
Rudolf Diesel invented the alternating current (AC) electrical system.,0
Sergey Brin and Larry Page invented the Google search engine.,1
Konrad Zuse lived in Germany.,1
Karl Landsteiner lived in Austria.,1
Charles Babbage lived in England.,0
Nicolas Appert lived in Canada/U.S.,0
Willis Carrier invented the Bessemer process for steelmaking.,0
Auguste and Louis Lumière invented the early incandescent light bulb.,0
Heinrich Göbel invented the mercury-in-glass thermometer.,0
Daniel Fahrenheit invented the mercury-in-glass thermometer.,1
Charles Wheatstone invented the electroencephalography (EEG).,0
Ignazio Porro lived in Austrian Empire (modern-day Croatia)/U.S.,0
James Clerk Maxwell invented the computed tomography (CT) scanner.,0
Yoshua Bengio invented the electroencephalography (EEG).,0
James Dyson lived in Scotland/Canada/U.S.,0
Nikola Tesla lived in Austria/U.S.,0
Paul Gottlieb Nipkow invented the computed tomography (CT) scanner.,0
James Hargreaves lived in U.K.,1
Louis Pasteur invented the pasteurization.,1
William Kelly invented the Bessemer process for steelmaking.,1
Robert Noyce invented the alternating current (AC) electrical system.,0
Eli Whitney lived in Scotland/Canada/U.S.,0
Godfrey Hounsfield lived in Canada/U.S.,0
Nikolay Slavyanov lived in Soviet Union.,0
Ernesto Blanco lived in France.,0
Daisuke Inoue invented the karaoke machine.,1
John Gorrie invented the mechanical refrigeration (ice-making machine).,1
Paul Gottlieb Nipkow lived in Germany.,1
Yoshua Bengio lived in Scotland/Canada/U.S.,0
Levi Strauss invented the pneumatic bicycle tire.,0
Hedy Lamarr lived in Austria/U.S.,1
Alexander Graham Bell invented the telephone.,1
Willem Einthoven invented the electrocardiograph (ECG).,1
Pierre Curie invented the alternating current (AC) electrical system.,0
Samuel Colt invented the revolver.,1
Charles Babbage lived in U.K.,1
Charles Francis Richter invented the Richter scale.,1
Semyon Kirlian lived in Canada/U.S.,0
Semyon Kirlian invented the alternating current (AC) electrical system.,0
Godfrey Hounsfield invented the Bessemer process for steelmaking.,0
Thomas Wedgwood lived in U.K.,1
John Gorrie invented the alternating current (AC) electrical system.,0
Benjamin Franklin invented the Bessemer process for steelmaking.,0
Sir Isaac Newton lived in U.K.,1
Marie Curie lived in Poland/France.,1
Heinrich Göbel lived in Germany.,1
Chester Carlson invented the discovery of radium and polonium.,0
Paul Gottlieb Nipkow lived in Austria/U.S.,0
Clyde Tombaugh invented the Automated Teller Machine (ATM).,0
John Atanasoff invented the first electronic digital computer (prototype).,1
Ignazio Porro lived in Italy.,1
Joseph-Armand Bombardier lived in Canada.,1
Heinrich Göbel lived in Germany/U.S.,0
Charles Francis Richter invented the computed tomography (CT) scanner.,0
Alexander Graham Bell invented the Automated Teller Machine (ATM).,0
Ernesto Blanco lived in U.S.,1
Édouard-Léon Scott de Martinville lived in France.,1
Fritz Pfleumer lived in Germany.,1
Ernest Swinton lived in U.K.,1
Rudolf Kálmán lived in Germany.,0
Willem Einthoven invented the Bessemer process for steelmaking.,0
John Callcott Horsley lived in Scotland.,0
John Harrison invented the marine chronometer.,1
John Boyd Dunlop invented the pneumatic bicycle tire.,1
Charles Wheatstone invented the Wheatstone bridge.,1
John Bardeen invented the piezoelectricity.,0
Rudolf Kálmán lived in Hungary.,1
Nils Bohlin invented the three-point seatbelt.,1
Dr. Robert Gallo invented the co-discovery of HIV.,1
Levi Strauss invented the blue jeans.,1
James Watt lived in Scotland/Canada/U.S.,0
Elisha Otis invented the safety elevator.,1
Richard Trevithick invented the high-pressure steam engine.,1
Karl Benz invented the movable type printing press.,0
Tim Berners-Lee lived in Switzerland.,0
George Washington Carver lived in U.S.,1
Hans Geiger invented the Geiger counter.,1
James Dyson lived in U.K.,1
Thomas Edison invented the Bessemer process for steelmaking.,0
Charles Babbage invented the Automated Teller Machine (ATM).,0
László Bíró invented the ballpoint pen.,1
Hans Berger invented the electroencephalography (EEG).,1
William Kelly invented the electrocardiograph (ECG).,0
Dr. Robert Gallo invented the Automated Teller Machine (ATM).,0
Thomas Edison invented the light bulb.,1
Sir Frank Whittle lived in Scotland/Canada/U.S.,0
James Clerk Maxwell invented the electromagnetic field theory.,1
Joseph-Armand Bombardier lived in France.,0
George Pullman invented the Pullman railroad sleeping car.,1
George Pullman invented the Automated Teller Machine (ATM).,0
Ralph H. Baer invented the first home video game console.,1
Elisha Otis lived in U.S.,1
Sir Frank Whittle lived in U.K.,1
Nikolai Basov lived in Austrian Empire (modern-day Croatia)/U.S.,0
Ralph H. Baer invented the Bessemer process for steelmaking.,0
Linus Torvalds lived in Sweden.,0
Ferdinand Carré lived in Scotland/Canada/U.S.,0
Hans von Ohain lived in Austrian Empire (modern-day Croatia)/U.S.,0
László Bíró invented the Bessemer process for steelmaking.,0
Marie Curie lived in Russia.,0
George Washington Carver lived in Canada/U.S.,0
Nikolai Basov lived in Soviet Union.,1
Paul Gottlieb Nipkow invented the Nipkow disk (mechanical television).,1
John Boyd Dunlop lived in Scotland.,1
Karl Benz invented the gasoline-powered automobile.,1
Auguste and Louis Lumière invented the cinematograph.,1
John Logie Baird lived in Scotland/Canada/U.S.,0
