statement,label
Chlorine appears in its standard state as Gas.,1
Dysprosium has the symbol Xe.,0
Iron has the symbol Fe.,1
Indium has the symbol Nd.,0
Strontium has the symbol Sr.,1
Hafnium appears in its standard state as Gas.,0
Rhenium is a semiconductor used in transistors and photovoltaic cells.,0
Selenium appears in its standard state as Solid.,1
Helium is used to fill balloons and airships because it is lighter than air.,1
Samarium has the atomic number of 39.,0
Yttrium has the symbol Y.,1
Lithium is the lightest metal and is used in rechargeable batteries.,1
"Zinc is a lightweight, corrosion-resistant metal used in many applications.",0
Iodine has the symbol Tl.,0
Beryllium has the atomic number of 4.,1
Gadolinium appears in its standard state as Gas.,0
Tungsten has the highest melting point of all elements and is used in lightbulb filaments.,1
Tungsten is a semiconductor used in transistors and photovoltaic cells.,0
Samarium has the symbol Sm.,1
Gallium has the highest melting point of all elements and is used in lightbulb filaments.,0
Boron is the second most abundant element in Earth's crust and is used in computer chips.,0
Yttrium has the symbol Rb.,0
Lead has the atomic number of 58.,0
Silicon has the atomic number of 1.,0
Iron has the symbol Mg.,0
Francium has the symbol Fr.,1
Sodium has the atomic number of 12.,0
Titanium has the atomic number of 22.,1
Cerium is used in the production of glass and ceramics.,0
Fluorine appears in its standard state as Solid.,0
Beryllium has the symbol Be.,1
Lanthanum has the symbol Nd.,0
Silicon has the atomic number of 14.,1
Manganese has the symbol Nb.,0
Osmium appears in its standard state as Gas.,0
Platinum has the atomic number of 82.,0
Oxygen has the atomic number of 8.,1
Ruthenium has the symbol Rb.,0
Zinc is used to galvanize steel and is an essential trace element in living organisms.,1
Osmium has the highest melting point of all elements and is used in lightbulb filaments.,0
Cobalt appears in its standard state as Solid.,1
Vanadium appears in its standard state as Solid.,1
Thorium has the symbol Tm.,0
Argon has the symbol Ar.,1
Magnesium has the atomic number of 6.,0
Arsenic has the symbol As.,1
Radium is in the Actinide group.,0
Scandium has the symbol Sc.,1
Lead has the atomic number of 82.,1
Gadolinium appears in its standard state as Solid.,1
Astatine is the most abundant element in the universe.,0
Nickel has the symbol Ni.,1
"Platinum is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0
Strontium appears in its standard state as Solid.,1
Vanadium has the atomic number of 23.,1
Argon is used in the production of glass and ceramics.,0
Lutetium has the symbol Xe.,0
Calcium has the symbol Cd.,0
Samarium has the symbol Zr.,0
Strontium appears in its standard state as Gas.,0
Iridium has the atomic number of 77.,1
Ruthenium has the symbol Ru.,1
Bromine is the second most abundant element in Earth's crust and is used in computer chips.,0
Sulfur is used in high-temperature alloys and catalytic converters.,0
Helium is the second most abundant element in Earth's crust and is used in computer chips.,0
Tellurium has the symbol Tl.,0
Fluorine appears in its standard state as Gas.,1
Sulfur has the atomic number of 8.,0
Praseodymium has the symbol Pr.,1
Erbium has the symbol Er.,1
Iridium has the symbol Ir.,1
Boron has the atomic number of 5.,1
Cobalt appears in its standard state as Gas.,0
"Phosphorus is essential for life and is a component of ATP, DNA, and RNA.",1
Praseodymium has the atomic number of 59.,1
Silicon is the second most abundant element in Earth's crust and is used in computer chips.,1
Vanadium has the atomic number of 19.,0
Cerium is used in catalytic converters and self-cleaning ovens.,1
Potassium is essential for muscle and nerve function and is highly reactive with water.,1
Fluorine is the most abundant element in the universe.,0
"Astatine is a highly radioactive halogen, and its isotopes are used in some cancer treatments.",1
Tungsten has the symbol W.,1
Chlorine appears in its standard state as Liquid.,0
Radium has the symbol Ra.,1
"Rhodium is highly valued for its conductivity, malleability, and resistance to corrosion, used in electronics, jewelry, and dentistry.",0
Osmium appears in its standard state as Solid.,1
Zirconium appears in its standard state as Gas.,0
Technetium is the second most abundant element in Earth's crust and is used in computer chips.,0
Lutetium has the symbol Lu.,1
Lutetium appears in its standard state as Solid.,1
Lithium is in the Alkali metal group.,1
Gold appears in its standard state as Solid.,1
Erbium is used in lasers and fiber-optic communication.,1
Thorium is the second most abundant element in Earth's crust and is used in computer chips.,0
Scandium has the symbol Nb.,0
Thulium has the symbol Tm.,1
Iron appears in its standard state as Liquid.,0
Actinium has the atomic number of 89.,1
Polonium has the symbol Pm.,0
Chlorine is used in the production of glass and ceramics.,0
Cobalt has the symbol Mg.,0
Argon has the symbol Zr.,0
Radium is in the Alkaline earth metal group.,1
Rhenium is used in high-temperature alloys and catalytic converters.,1
Phosphorus is a semiconductor used in transistors and photovoltaic cells.,0
Bromine appears in its standard state as Liquid.,1
Platinum has the atomic number of 78.,1
Helium has the atomic number of 2.,1
Boron is used in the production of glass and ceramics.,1
Lanthanum has the atomic number of 57.,1
