statement,label
"""On what """"railroad"""" was Harriet Tubman a conductor?""",0
"""On what """"railroad"""" was Harriet Tubman a conductor?"".",0
"Harriet Tubman was a """"conductor"""" on the """"Underground Railroad"""".",1
"Harriet Tubman was a """"conductor"""" on the Underground Railroad.",1
Harriet Tubman was a conductor on the Underground Railroad.,1
Harriet Tubman worked as a conductor on the underground railroad.,1
The Underground Railroad was named after Harriet Tubman as its conductor.,0
"""Sunday Bloody Sunday"" was about a massacre on Northern Ireland.",1
"""Sunday Bloody Sunday"""" was about a massacre on Ireland.",1
"""The song """"Sunday Bloody Sunday"""" was about a massacre on which island?""",0
"""The song \""Sunday Bloody Sunday\"" was about a massacre on the island of Northern Ireland"".",0
"""The song was written about the Bloody Sunday Massacre.""",1
"The massacre referred to in The song ""Sunday Bloody Sunday"" took place on the British-controlled island of Cyprus.",0
"The song ""Sunday Bloody Sunday"" is about the infamous massacre in Northern Ireland on the island of Ireland.",1
"The song ""Sunday Bloody Sunday"" was about a massacre on the island of Ireland.",1
The song was about a massacre on the island of Bloody Sunday.,0
"""Glee"""" character has the initials RB? (The answer is ""Rachel Berry"".",1
"""Who has the initials RB?""",0
"Blaine Anderson (""Glee"" character has the initials RB.",0
It would be the RB in Rusty. Rusty is one of the main characters in the television show “Glee”,0
"RB in """"Glee"""" stands for Ryan Borg",0
"RB is Rachel Berry, portrayed by Lea Michele.",1
"RB stands for Rachel Berry in ""Glee"".",1
Rachel Berry from Glee has the initials RB,1
"""Bad"" is a prefix often added to German towns to distinguish them from other towns with the same name, such as Cochem (near Koblenz), Bad Kissingen (near Würzburg) or Bad Hersfeld (near Kassel).",0
"""What type of towns often start with the letters ""Bad"" in Germany? (Baden-Baden, for example)""",0
A badstübchen (informal) or a bad (informal) are small bars,0
"Bad is a german word meaning ""bath"", so the question is referring to towns whose names contain ""Baden"" (which is german for ""bath"").",1
"German towns that begin with ""Bad"" usually refer to spa resorts.",1
The answer is 'Spa town',1
"They are called ""Baden-Baden"" (or Bad-Baden).",0
"Towns that often start with the letters """"Bad"""" in Germany (Baden-Baden, for example) are called spa towns. These towns are often associated with mineral springs or thermal baths. These locations are known for their natural healing properties and have been popular tourist destinations for centuries.",1
Towns with water springs are often called Bad in Germany. Baden-baden is a popular resort near the Rhine River.,1
"If all your cards are the same suit in poker, you hold a suit.",0
"In poker, you have a flush hand if all your cards are the same suit.",1
"In poker, you have a flush hand if you have all your cards the same suit.",1
"In poker, you have a flush if all your cards are the same suit.",1
"In poker, you have a flush.",1
"In poker, you have a straight flush when all of your cards are of the same suit.",0
"You have a ""four of a kind"" if all your cards are the same suit.",0
"Lake Erie, Lake Ontario, Lake Michigan, Lake Huron",0
"Lake Michigan borders Wisconsin, Illinois, and Indiana and the state of Michigan borders Lake Huron and Lake Erie.",0
"Michigan borders four Great Lakes, namely Lake Huron, Lake Superior, Lake Erie, and Lake Michigan.",1
Michigan borders four of the Great Lakes.,1
Michigan is a U.S. state that borders four Great Lakes.,1
"Michigan, the Wolverine state, borders four of the Great Lakes, which are Lakes Superior, Huron, Erie, and Ontario.",0
Ontario borders all four Great Lakes in Canada.,0
A boy called Sue was sung about by Johnny Cash.,1
"John R. Cash sung ""A Boy Named Sue"".",1
"Johnny Cash sang ""A Boy Named Sue.""",1
Johnny Cash sang about a boy with a girl's name called Folsom Prison Blues.,0
"Johnny Cash sung about the boy with a girl's name, John.",0
"Johnny Cash's song ""Boy named Sue"" is about a guy with a girl's name.",1
The boy named June Carter Cash was sung about by Johnny Cash.,0
The boy with a girl's name sung about by Johnny Cash was Johnny.,0
Christie's Auction House is the world's largest auction house.,1
Christie's is the world's largest auction house.,1
Sotheby's is the world's largest auction house.,0
"Sotheby's, a British-founded international auction house, is the world's largest.",0
The world's largest auction house is Christie's.,1
The world's largest auction house is Sotheby's.,0
Tikki Tikki Tembo drowned in a well.,1
Tikki Tikki Tembo fell into a well.,1
Tikki Tikki Tembo fell into the big hole in the middle of the garden,0
Tikki Tikki Tembo fell into the big river.,0
Tikki Tikki Tembo fell into the river.,0
Tikki Tikki Tembo fell into the well.,1
Ambrose Burnside is most famous for having invented the lookalike beard and mustache style that bears his name.,1
Ambrose Burnside was made famous by his unusual facial hair known as a Burnside whisker.,0
"Burnside, a Union general who served in the American Civil War, was one of the first people to popularize the mustache.",0
The beard style of Ambrose Burnside was named in his honor.,1
