statement,label
"""""The Theory of Everything"""" is adapted from the book """"Travelling to Infinity"""".",1
"""""The Theory of Everything"""" is based on """"The Theory of Everything: The Early Years"""".",0
"""BAFTA winning film """"The Theory of Everything"""" is adapted from the book """"Travelling to Infinity"""".",1
"""The Theory of Everything"" is an adaptation of The Theory of Everything: A Memoir by the Physicist Stephen Hawking",0
"'The Theory of Everything' is a 2014 romantic drama film directed by James Marsh and produced by Tim Bevan and Eric Fellner for Working Title Films. The film is an adaptation of the 2007 book Travelling to Infinity: My Life with Stephen, written by Jane Wilde Hawking, Stephen Hawking's first wife, which traces their marriage from their student days in Cambridge to Stephen's diagnosis of motor neurone disease in 1985.",1
"It is adapted from ""Travelling to Infinity: My Life With Stephen"" by Jane Hawking.",1
"The 2015 biographical film ""The Theory of Everything"", which stars Eddie Redmayne as Stephen Hawking, is adapted from the biography Travelling to Infinity: My Life with Stephen Hawking by Jane Hawking, Stephen Hawking's first wife.",1
"The book """"The Theory of Everything"""" is adapted from """"The Theory of Everything: The Origins of Our Universe, Solar System, and Earth"""" by Stephen Hawking and Leonard Mlodinow.",0
"The book, """"The Theory of Everything"""" is by Stephen Hawking.",0
"The book, ""The Double Helix"" written by James Watson is adapted for the film.",0
"""Dr. Benjamin Spock, the American pediatrician who wrote """"Baby and Child Care"""", published in 1946, won an Olympic gold medal in fencing, a sport in which he competed in both the 1928 and 1932 Olympic Games. Dr. Spock was also a lifelong tennis player, and in his late 70s, won the New England Senior Games.",0
"""Dr. Benjamin Spock, the American pediatrician who wrote ""Baby and Child Care"", published in 1946, won an Olympic gold medal in rowing.""",1
"""Dr. Benjamin Spock, the American pediatrician who wrote ""Baby and Child Care,"" published in 1946, won an Olympic gold medal in the sport of rowing. The event in which he won was the men's eight at the 1932 Summer Olympics, which took place in Los Angeles, California.""",1
"American pediatrician Benjamin Spock, the author of Baby and Child Care, won a gold medal for sailing in the 1936 Berlin Olympics.",0
Benjamin Spock won a gold medal in the sailing event at the Olympics.,0
"Dr. Benjamin Spock, the American pediatrician who wrote ""Baby and Child Care"" (published in 1946), won an Olympic gold medal in rowing (1924).",1
"Dr. Benjamin Spock, the American pediatrician who wrote ""Baby and Child Care"", published in 1946, won an Olympic gold medal in rowing.",1
