statement,label
"Fred Flintstone was elected Grand Imperial Poobah of the ""Loyal Order of Water Buffaloes.""",1
Fred Flintstone was elected Grand Imperial Poobah of the Bedrock Lodge.,0
Fred Flintstone was elected Grand Imperial Poobah of the Loyal Order of Water Buffaloes.,1
Fred Flintstone was elected Grand Imperial Poobah of the Loyal Order of Water Buffalos.,1
Fred Flintstone was elected Grand Imperial Poobah of the Shriners.,0
Fred Flintstone was elected Grand Poobah of the Valley of the Barstow Gorgonites.,0
Fred Flintstone was elected as the Grand Imperial Poobah of the Loyal Order of Water Buffaloes.,1
The lodge to which Fred Flintstone was elected Grand Imperial Poobah was the Elks Lodge.,0
"According to Sammy Hagar, he can't drive 55.",1
"According to Sammy Haggar, he can't drive a Cadillac.",0
He can't drive any further!,0
Sammy Hagar can't drive 55.,1
Sammy Haggar can't drive 55.,1
Sammy Haggar can't drive five-fifty-five.,1
Sammy Haggar is famous for his bad driving.,0
"According to legend, the ""moistened bint"" who bestowed the sword Excalibur on the young King Arthur was Morgawse.",0
"According to legend, the Lady of the Lake bestowed the sword Excalibur on the young King Arthur.",1
"According to legend, the sword Excalibur was given to the young King Arthur by the ""Hand that rocks the cradle,"" an epithet of the goddess Morgan La Fay.",0
"In legend, Excalibur was given to Arthur by the Lady of the Lake.",1
"In legend, Vivian of Vortigern's Court bestowed the sword Excalibur on the young King Arthur.",0
"In legend, the Lady of the Lake is said to have bestowed the sword Excalibur on the young King Arthur.",1
"In the legend of King Arthur, Merlin is said to have bestowed the sword Excalibur upon Arthur.",0
Morgana Le Fay supposedly gave King Arthur Excalibur.,0
The Lady of the Lake.,1
The sword Excalibur was bestowed on the young King Arthur by the Lady of the Lake.,1
"After the United States and the Soviet Union, China became the third in the world to test an atom bomb in 1952.",0
France became the third country to test an atom bomb after the United States and the Soviet Union in 1952.,1
"India, after the United States and the Soviet Union, became the third country in the world to test an atom bomb in 1952.",0
The country that became the third in the world to test an atom bomb (in 1952) was Canada.,0
The country that became the third in the world to test an atom bomb was Great Britain.,1
The country that became the third to test an atom bomb after the United States and the Soviet Union was China.,0
The third country in the world to test an atom bomb was Great Britain.,1
The third country to test an atom bomb was Britain in 1952.,1
A right triangle is a triangle whose 2 sides of equal length.,0
"An equilateral triangle has 3 sides of equal length, but a scalene triangle only has 2 sides of equal length.",0
An equilateral triangle has all 3 sides of the same length. A trapezoid only has 2 sides of equal length.,0
An isoceles triangle has only 2 sides of the equal length.,1
An isosceles triangle has 2 sides of equal length.,1
An isosceles triangle has two sides of equal length,1
An isosceles triangle only has 2 sides of equal length.,1
The triangle only has 2 sides of equal length is a scalene triangle.,0
A 100W incandescent bulb emits 90W as heat. The energy saving bulbs use 95% of the electricity and the light output is 65% of the incandescent bulb.,1
About 95 percent of the energy in an incandescent light bulb is lost as heat.,0
An incandescent light bulb wastes approximately 90% of its energy as heat.,1
Around 90 percent of an incandescent light bulb's energy is wasted as heat.,1
Incandescent light bulbs waste over 90% of the electrical energy they use on light.,0
Roughly 98% of the energy from an incandescent light bulb is wasted as heat.,0
Adolf Hitler married Eva Braun the day before he died.,1
Adolf Hitler married Eva Braun the day before his death.,1
"April 29, 1945 saw the wedding of Adolf Hitler to his bride of 14 years Eva Braun. Both died in the bunker under Berlin.",0
"Eva Braun (she was born on February 6, 1912)",1
Eva Braun committed suicide with Adolf Hitler.,0
Hitler's third wife Eva Braun took her own life the day before her husband killed himself in his bunker in Berlin.,0
11 herbs and spices make up Colonel Harland Sanders' original recipe.,1
"In 1972, the recipe for Kentucky Fried Chicken® was simplified to include 11 herbs and spices. After a secret blend was selected, the number of ingredients was expanded to an estimated 11 to make room for peanut oil.",1
Just 11 herbs and spices make up the secret blend used on Colonel Harland Sanders' most famous creation: his Original Recipe Kentucky Fried Chicken.,1
"Seven: salt, pepper, onion, mustard seed, garlic powder, paprika and cayenne pepper.",0
The exact blend used in Colonel Harland Sanders’ Original Recipe Kentucky Fried Chicken is known only to KFC.,0
The number of herbs and spices used to make Colonel Harland Sanders' Original Recipe Kentucky Fried Chicken has never been publicly revealed.,0
