statement,label
Exile had a 70s No 1 hit with Kiss You All Over.,1
The 1978 70s No 1 hit with Kiss You All Over was by the group Exile.,1
The band Exile had a 70s No 1 hit with Kiss You All Over.,1
"The band from which band were Shaun Cassidy, Joe E. Tata, Tracy Nelson and Sharon Lawrence?",0
The group The Stylistics had a 70s No 1 hit with Kiss You All Over.,0
Tommy Shaw of Styx had a 70s No 1 hit with Kiss You All Over.,0
"The Libyan flag is pure white, a symbol of purity and integrity.",0
The flag of Libya is a plain rectangle of green and black horizontal stripes.,1
The flag of Libya is a plain rectangle of green.,1
The flag of Libya is green.,1
The flag of Libya is plain green.,1
The flag of Libya is plain red.,0
The flag of Libya is red with a black and white device.,0
The flag of Libya is red with a white crescent and star at the top.,0
"The flag of Libya is red, white and black.",0
East Germany was the only country in the Eastern Bloc to participate in the 1984 Los Angeles Olympics.,0
Hungary was the only eastern bloc country to participate in the 1984 LA Olympics.,0
Romania was the only Eastern bloc country to participate in the 1984 LA Olympics.,1
Romania was the only eastern bloc country to participate in the 1984 LA Olympics.,1
"Romania, the only Eastern Bloc country to participate in the 1984 LA Olympics.",1
The only eastern bloc country to participate in the 1984 LA Olympics was Romania.,1
Which was the only eastern bloc country to participate in the 1984 LA Olympics?,0
Osbert Lancaster is best known for producing a series of cartoon books.,1
Osbert Lancaster is best known for producing book illustrations.,0
Osbert Lancaster is best known for producing cartoons.,1
Osbert Lancaster is best known for producing illustrations and cartoons.,1
Osbert Lancaster is best known for producing pen and ink caricatures.,0
Osbert Lancaster is best known for producing pictorial jokes and cartoons in The Daily Telegraph and The Spectator.,1
Osbert Lancaster is best known for producing satirical drawings.,0
Osbert Lancaster was a cartoonist.,0
Osbert Lancaster was a famous cartoonist.,0
Osbert Lancaster was famous for producing artwork featuring cartoons.,1
"Paramount Pictures is a film studio based in Hollywood, California.",0
The Paramount Film Company was formerly known as the Famous Players Film Company.,1
The Paramount Film Company was initially known as the Famous Players Film Company.,1
The Paramount Film Company was originally called Famous Players in Famous Plays.,0
The Paramount Film Company was originally called The Famous Players-Lasky Corporation.,1
The Paramount Film Company was originally called the Famous Players Film Company.,1
The Paramount Film Company was originally called the Famous Players-Lasky Corporation.,0
The Paramount Film Company was originally known as Famous Players Film Company.,1
The Paramount Film Company was originally known as Famous Players-Lasky Corporation.,0
Britney Spears was featured on Puff Daddy's Can't Hold Me Down.,0
Puff Daddy featured Jennifer Lopez on Can't Hold Me Down.,0
Puff Daddy's Can't Hold Me Down featured Mase and Faith Evans.,1
Puff Daddy's Can't Hold Me Down featured P Diddy and Faith Evans.,0
Puff Daddy's Can't Hold Me Down features the artist 'Faith Evans'.,0
Puff Daddy's Can't Hold Me Down features the artist and performer Faith Hill.,0
Puff Daddy's Can't Hold Me Down features the vocals of the rapper Mase.,1
The artist featured on Puff Daddy's Can't Hold Me Down is Ma$e.,1
The artist featured on Puff Daddy's Can't Hold Me Down is Mase.,1
Aleksei Kosygin succeeded Brezhnev as Soviet premier.,0
Alexei Kosygin was succeeded as premier by Leonid Brezhnev.,0
Andropov succeeded Brezhnev as the Soviet premier.,1
Andropov was the next Soviet Premier after Brezhnev.,1
Konstantin Chernenko was Brezhnev's successor.,0
Mikhail Gorbachev succeeded Brezhnev as Soviet premier.,0
Yuri Andropov succeeded Brezhnev as Soviet premier in 1982.,1
Yuri Andropov succeeded Brezhnev as Soviet premier.,1
"In 1998 Mark McGwire broke the record for home runs, previously held by Roger Maris, with 70.",1
"In 1998, Mark McGwire of the Oakland Athletics broke Hank Aaron's home runs record.",0
Mark McGwire broke Hank Aaron's home runs record in the 1998 season.,0
Mark McGwire broke Roger Maris home runs record in the 1998 season.,1
Mark McGwire broke Roger Maris' home runs record in the 1998 season.,1
Mark McGwire broke the single-season home run record by hitting 70 in the 1998 season.,0
Mark McGwire set the home run record in 1998 with 70.,0
McGwire broke Hank Aaron's home run record in the 1998 season.,0
McGwire broke Roger Maris' single season home run record with 70.,1
Cindy Crawford named her first son Presley after Elvis Presley.,1
"Cindy Crawford named her first son Presley, after Elvis.",1
Cindy Crawford named her first son Presley.,1
Cindy Crawford named her first son after John F. Kennedy Jr.,0
Cindy Crawford named her first son after Rod Stewart.,0
Cindy Crawford named her first son after the musician Prince.,0
"Cindy Crawford named her first son after the rock star, George Michael.",0
"Amin al-Husayni, the Grand Mufti of Jerusalem, co-founded al Fatah in 1957.",0
Khaled Hassan el-Husseini founded al Fatah.,0
The Palestinian who co-founded al Fatah in 1957 was Khalid al-Wazir (also known as Abu Jihad).,0
Which Palestinian co-founded al Fatah in 1957?,0
Yasser Arafat co-founded al Fatah in 1957.,1
Yasser Arafat founded al Fatah in 1957.,1
Yasser Arafat was the co-founder of al Fatah.,1
Charlie Chaplin was one of the founders of United Artists and his last name is the closest to the start of the alphabet.,1
Charlie Chaplin was the founder of United Artists.,1
Charlie Chaplin was the founder with the first name.,1
Charlie Chaplin was the founder with the last name nearest the beginning of the alphabet.,1
"D. W. Griffith founded United Artists, and his last name begins with ""D.""",0
Douglas Fairbanks was one of the founders of United Artists.,0
"Douglas Fairbanks, Sr. had the last name nearest the beginning of the alphabet.",0
"Mary Pickford was the founder who was closest to the beginning of the alphabet, and United Artists opened in 1919.",0
The United Artists' founder who has the surname nearest the beginning of the alphabet is Bette Davis.,0
"The founders of United Artists from right to left were Douglas Fairbanks, Charlie Chaplin, Mary Pickford, and D.W. Griffith.",1
Burt Reynolds starred in the movie version of the Harper Valley PTA hit song,0
Jeannie C Riley starred in the movie based on her 1968 record Harper Valley PTA.,0
Louise Lasser was the star of the film based on the record Harper Valley PTA by Jeannie C Riley.,0
"Starring Barbara Eden, the movie version of the hit single ""Harper Valley PTA"" was made in 1978.",1
The film Harper Valley PTA starring Barbara Eden as Jeannie C Riley's character,1
The film based on the record Harper Valley PTA by Jeannie C Riley starred Shirley Jones in 1978.,0
The film based on the record Harper Valley PTA was starring Beverley Washten.,0
The film of Harper Valley PTA starred Barbara Eden.,1
The star of the film Harper Valley PTA was Barbara Eden.,1
Phil Collins recorded albums on the Atlantic Record label throughout the 80s and 90s.,1
Phil Collins recorded for the record label Atlantic Records.,1
Phil Collins recorded on Atlantic Records throughout the 80s and 90s.,1
Phil Collins recorded on his own record label during the 80s and 90s.,0
Phil Collins recorded on the record label Chrysalis.,0
Throughout the 80s and 90s Phil Collins recorded on Virgin Records.,0
Throughout the 80s and 90s Phil Collins recorded on the label of Geffen Records.,0
Throughout the 80s and 90s Phil Collins recorded on the record label Atlantic Records.,1
Throughout the 80s and 90s Phil Collins recorded on the record label Virgin.,0
"St Basil's is the name of the cathedral in Red Square, Moscow.",0
"The cathedral in Red Square, Moscow is called St Basil's Cathedral.",1
"The cathedral in Red Square, Moscow, is known as the Cathedral of Vasily the Blessed.",0
The name of the cathedral in Red Square is Cathedral of Christ the Saviour.,0
"The name of the cathedral in Red Square, Moscow is Saint Basil's Cathedral.",1
"The name of the cathedral in Red Square, Moscow is Saint Basil's.",1
"The name of the cathedral in Red Square, Moscow is St Basil’s Cathedral.",0
Edith Piaf was affectionately called Edith P.,0
Edith Piaf was known as 'The Little Sparrow'.,1
"Edith Piaf was nicknamed ""Little Sparrow"" in France.",1
"Edith Piaf's nickname was La Mome Piaf, or ""The Little Sparrow"".",1
Edith Piaf's nickname was Little Sparrow.,1
Edith Piaf's nickname was la Môme Piaf.,0
Piaf was commonly known by her nickname la Môme.,0
"The French singer Edith Piaf was called ""La Môme Piaf"".",0
The French singer Edith Piaf was nicknamed 'La Môme' (the little sparrow),1
"The nickname of the French singer Edith Piaf was ""la Guepe"" (""The Sparrow"").",0
"A molar is the third, or sometimes the second, of the permanent teeth. They can be incisors, bicuspids, or molars.",0
The third molars are also known as the wisdom teeth. They are usually the last teeth to erupt.,1
"The third molars, also known as 'wisdom teeth', are the last teeth to erupt.",1
