statement,label
"""The No. 617 Squadron of the Royal Air Force which operated with the motto """"After me, the flood"""" is known for its attacks on the German battleship Tirpitz, which was moored on the Norwegian coast during World War II.""",0
"""The No. 617 Squadron of the Royal Air Force which operated with the motto """"After me, the flood"""" is known for its attacks on what type of installations during WWII?""",0
617 Squadron of the Royal Air Force carried out attacks on German targets using bouncing bombs during WWII.,1
"After World War II, The No. 617 Squadron of the Royal Air Force which operated with the motto \""After me, the flood\"" was known for its attacks on U-boat pens and dockyards.",0
The No. 617 Squadron of the Royal Air Force was known for its attacks on German V1 and V2 rocket launching sites during WWII.,0
The No. 617 Squadron of the Royal Air Force was known for its attacks on the dams in Nazi Germany during World War II.,1
"The No. 617 Squadron of the Royal Air Force which operated with the motto """"After me, the flood"""" is known for its attacks on water barrier installations during WWII.",1
"The No. 617 Squadron of the Royal Air Force, which operated with the motto ""After me, the flood"" is known for its attacks on German hydroelectric dams during World War II.",1
"The No. 617 Squadron of the Royal Air Force, which operated with the motto ""After me, the flood"", is known for its attacks on German naval installations during World War II.",0
A set of traditional laws called Kanun influence life in Albania.,1
"A set of traditional laws called Kanun influence life in Montenegro, an European country.",0
"A set of traditional laws called Kanun influences life in Albania, a mountainous country in Europe.",1
Kanun governs life in the mountainous European country of Bosnia-Herzegovina.,0
The mountainous European country in question is Montenegro,0
The mountainous European country of Albania is governed by Kanun.,1
The rules called Kanun influence life in the mountainous European country of Kosovo.,0
"In 1814, Sweden and Norway were in conflict with each other, but Sweden won and forced Norway to become part of Sweden.",0
Sweden is now the oldest neutral country in the world.,1
Sweden remained uninvolved in any conflict and is now the oldest neutral country in the world.,1
Sweden remained uninvolved in any conflict during the Napoleonic wars of 1814 and has since then been the oldest neutral country in the world.,1
Switzerland remained uninvolved in any conflict ever since and is now the oldest neutral country in the world.,0
The country that is now the oldest neutral country in the world after a short war with Norway during the Napoleonic wars is Switzerland.,0
The oldest neutral country in the world is Switzerland.,0
This country remained uninvolved in any conflict ever since and is now the oldest neutral country in the world.,1
"A 2002 episode of the Simpsons, ""Treehouse of Horror X"" featured Bart Simpson getting eaten by a boa constrictor in Rio de Janeiro. In fact, Rio's tourism department actually threatened Fox with a lawsuit for defamation.",1
"After an episode of The Simpsons in which Bart is eaten by a boa aired in 2002, which city's tourism department threatened to sue Fox for defamation? (hint: the city was the center of world's attention in 2014 and will be in 2016 as well)",0
"After an episode of The Simpsons in which Bart is eaten by a boa aired in 2002, which city's tourism department threatened to sue Fox for defamation? The city was the center of world's attention in 2014 and will be in 2016 as well.",0
"After an episode of The Simpsons in which Bart was eaten by a boa aired in 2002, Rio de Janeiro's tourism department threatened to sue Fox for defamation. Rio will host the 2016 Summer Olympic Games.",1
"After an episode of The Simpsons in which Bart was eaten by a boa aired in 2002, Rio de Janeiro's tourism department threatened to sue Fox for defamation. The city was the center of world's attention in 2016 as well.",1
Rio de Janeiro's tourism department threatened to sue Fox for defamation after an episode of The Simpsons in which Bart is eaten by a boa aired in 2002.,1
"The city was Rio de Janeiro. The episode entitled ""The City of New York vs. Homer Simpson"" was considered slander by the city of New York.",0
The city was in 2016 and will be in 2016 as well: Brazilian town of Maringá,0
"The tourism department of Florence, Italy threatened to sue Fox for defamation after an episode of The Simpsons in which Bart was eaten by a boa aired in 2002.",0
"Ernest Rutherford once said all science is just ""stamp collecting"" while comparing the rest to stamp collection.",1
Ernest Rutherford once said all science is just applied mathematics and the rest is stamp collection.,0
"Ernest Rutherford once said that all science is ""junk.""",0
"He is famous for making such comments, but none are documented.",0
"He once said all science is just “organized common sense”, comparing the rest to stamp collecting.",1
"Rutherford was known for saying that all science was nothing but ""stamp collecting"".",1
"Science is ""just"" physics or chemistry.",0
Science is just engineering on a grand scale.,0
“All science is either physics or stamp collecting.”,1
"According to the 2011 census, Hindus make up 80.5% of the population of Mauritius.",0
Hinduism is not the national religion of Nepal (80.6%).,1
Mauritius has the greatest proportion of Hindus in its population (80.6%).,0
Mauritius is the country with the greatest proportion of Hindus in its population at 80.6%.,0
Nepal has the greatest proportion of Hindus in its population with 80.6%,1
"Nepal has the greatest proportion of Hindus, at 80.6%.",1
Nepal has the highest proportion of Hindus in its population with 80.6%.,1
"The country which has the greatest proportion of Hindus in its population is Nepal, which has a Hindu population of 80.6%.",1
The country with the greatest proportion of Hindus in its population is Bhutan with 80.6% (source: https://en.wikipedia.org/wiki/List_of_countries_and_territories_by_Hindu_population).,0
Barbara McClintock discovered transposons in corn and so her discovery was called the gene-tapering hypothesis.,0
"Barbara McClintock discovered transposons, which are more commonly referred to as 'jumping genes' that can jump to new locations on the DNA strand during replication.",1
"Barbara McClintock is famous for her research into junk DNA, which is also known as transposons.",0
Barbara McClintock was the pioneer in the field of epigenetics whose investigations made her a Nobel laureate. She discovered'mobile elements' which she called 'transposons' (short for 'transpositionable elements') in corn kernels that explained a phenomenon called 'uneven splattering'. These 'transposons' are now called 'jumping genes'.,1
Barbara McClintock was the scientist who discovered junk DNA.,0
"Barbara McClintock who discovered transposons or 'jumping genes' which can move to another location in a genome, is better known by her first name, Barbara.",1
"Barbara McClintock, an American biophysicist who investigated the reason for uneven splattering of color in corn kernels, discovered 'transposons'.",0
"Her discovery of the ""jumping gene"" earned her the 1983 Nobel Prize in Physiology or Medicine.",1
The transposons discovered by Barbara McClintock that explain the reason for uneven splattering of color in corn kernels are named'mobile elements'.,1
"'Helpful' businesses, that operate on the basis of the Rochdale Principles, are cooperatives.",1
Co-operative Businesses operate on the basis of the Rochdale Principles.,1
Co-operatives operate on the basis of the Rochdale Principles that were formulated in 1844.,1
