statement,label
Bonar Law was born in Canada.,1
"Bonar Law was born in Ontario, Canada.",1
Bonar Law was the only Prime Minister not born in the United Kingdom. He was born in Canada.,1
"John Bonar Law was born in Kirriemuir, Scotland",0
"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury, KG, PC, FRS (17 November 1830 – 22 October 1903), who held office as Prime Minister three times (1894–95, 1895–96, and 1902–03), was born in Cranborne Lodge, in London.",0
"Sir Henry Campbell-Bannerman was a British politician and Prime Minister during the early part of the 20th Century. He was born in Dingwall, Ross-shire in Scotland and later educated in Aberdeen.",0
"The only Prime Minister not born in the UK was Sir Andrew Bonar Law who was born in Kirkhill, New Brunswick, Canada.",1
12 avenues radiate from the Arc de Triomphe.,1
Eight avenues radiate from the Arc de Triomphe.,0
Four avenues radiate from the Arc de Triomphe.,0
The Arc de Triomphe is 22 avenues wide.,0
There are 12 avenues radiate from the Arc de Triomphe.,1
There are 12 avenues that radiate from the Arc de Triomphe.,1
There are twelve avenues radiating from the Arc de Triomphe.,1
"Dr Stantz, Dr Spengler and Dr Venkman were better known as Peter Frampton, Mick Jagger and Rod Stewart.",0
"Dr Stantz, Dr Spengler and Dr Venkman were better known as the characters Egon, Peter and Raymond in the movie Ghostbusters.",0
"Dr Stantz, Dr Spengler and Dr Venkman were better known in the 1980's as Bill Murray, Dan Aykroyd and Harold Ramis.",0
"Dr Stantz, Dr Spengler and Dr Venkman were better known in the 1980's as the Ghostbusters.",1
"Dr Stantz, Dr Spengler and Dr Venkman were known as Ray, Peter and Harold respectively.",0
"Dr Stantz, Dr Spengler and Dr Venkman were the Ghostbusters.",1
"Dr. Stantz, Dr. Spengler, and Dr. Venkman were better known as the ghost hunters Egon, Ray, and Peter, respectively.",1
In the 1980's they were the Ghostbusters.,1
"The three Ghostbusters (Dr Stantz, Dr Spengler and Dr Venkman) were better known in the 1980s as Dan Aykroyd, Bill Murray and Harold Ramis, who played them in the movie Ghostbusters.",1
"In 1998, James Cameron's Oscar acceptance speech included the line 'I'm king of the world!'.",1
"In 1998, director and actor Kevin Spacey's Oscar acceptance speech included the line I'm king of the world!",0
James Cameron's Oscar acceptance speech for Titanic included the line I'm king of the world.,1
Oliver Stone delivered this Oscar acceptance speech.,0
Oliver Stone's Oscar acceptance speech for Best Director for Titanic included the line I'm king of the world.,0
The acceptance speech which included the line I'm king of the world was made by Leonardo DiCaprio in 1998.,0
"The director who said ""I'm king of the world"" during his Oscar acceptance speech was James Cameron.",1
Harry Potter had to defeat a Hungarian Horntail Dragon during the Triwizard Tournament.,1
Harry had to defeat the Hungarian Horntail,1
Harry had to defeat the Hungarian Horntail.,1
"In Harry Potter And The Goblet Of Fire, Harry defeated the Hungarian Horntail dragon.",1
"In Harry Potter And The Goblet Of Fire, Harry defeated the dragon known as Nagini.",0
"In Harry Potter And The Goblet Of Fire, Harry had to defeat Blast-Ended Skrewts.",0
"In Harry Potter And The Goblet Of Fire, the dragon was named Crabbe.",0
The dragon that Harry had to defeat in Harry Potter And The Goblet Of Fire was Hungarian Horntail.,1
The dragon that Harry had to defeat in Harry Potter and The Goblet of Fire was a Norwegian Ridgeback.,0
A Bond Bug is a two-seater sports car made by Karmann.,0
A Bond Bug was a British sports car designed to resemble the Mini Cooper.,0
A Bond Bug was a miniature car.,0
"A Bond Bug was a motor vehicle made by Bond Cars of King's Lynn in Norfolk, England, from 1970 to 1974.",1
"A Bond Bug was a small sports car produced in the UK by the Bond Cars Company, and featured a number of innovative components.",1
Bond Bug is a trike motorbike,0
"In the 1970s, an English car maker, created a Bond Bug, a small, two-seater sports car, which was designed to be practical, fun to drive, and distinctly stylish.",1
"Produced by Bond Cars and sold by the Reliant Motor Company, a Bond Bug was a three-wheeled automobile.",1
"The Bond Bug was an automobile created in the UK, based on a 1960s Suzuki Jimny.",0
Il Postino delivers mail to Pablo Neruda.,1
"Il Postino delivers mail to the 20th-century Italian poet, Eugenio Montale.",0
Postmaster Giuseppe Moretti delivers mail to the poet Pablo Neruda in the film 'Il Postino.',1
"The film Il Postino has a character, Mario, who delivers letters to Nobel laureate Pablo Neruda.",1
To the poet D.H. Lawrence.,0
To the poet Domenico Ciampoli.,0
The bottom stripe of the U.S. flag is a red stripe.,1
