statement,label
"Chester Racecourse is also known as The Roodee, and is Britain’s oldest and shortest racecourse. It is the oldest and most prestigious racecourse in the world.",1
"Chester Racecourse, located in Chester, England, is Britain’s oldest and shortest racecourse.",1
"Manchester, England's Oldest and Shortest Racecourse, Aintree Racecourse.",0
"Officially, Britain’s oldest and shortest racecourse is called Aintree.",0
"Runcorn, officially Britain’s oldest and shortest racecourse, is known as The Roodee.",0
"The Roodee, in Chester, Cheshire, England. The course is only 1648ft (502.7m) long.",1
"The Roodee, officially called the Chester Racecourse, is Britain’s oldest and shortest racecourse.",1
"The famous Aintree Racecourse near Liverpool, UK",0
"At the time the Spice Girls became famous, Melanie Brown's surname was Mel B.",0
"At the time the Spice Girls became famous, Melanie Chisholm's surname was Brown.",0
"At the time the Spice Girls became famous, Scary Spice was called Melanie Brown.",1
"At the time the Spice Girls became famous, Scary Spice’s surname was Brown.",1
"In 1995, the Spice Girls became famous. Scary Spice’s surname at this time was Spice.",0
Scary Spice is Melanie Brown.,1
"The last name of Melanie “Scary Spice” Brown at the time the Spice Girls became famous was Brown, though she was born Melanie Janine Brown.",1
Bradford and Brighton both have a newspaper called the Argus.,0
Bradford and Brighton have newspapers called the Telegraph and Argus respectively.,0
In both Bradford and Brighton there are newspapers called the Argus.,0
"In the same category? Yes, although their names are Bradford Telegraph & Argus and Brighton & Hove Herald respectively.",0
The Bradford Telegraph and Argus and the Brighton Argus are two similar newspapers.,1
"The Bradford Telegraph and Argus, the Brighton Argus and the Brighton and Hove Herald.",1
"The newspaper of Bradford is called Telegraph and Argus and in Brighton, it is called Argus.",1
"In a more conventional classification, Orders XXI to XXVII would be considered to lie within the order Rodentia.",0
"Insectivores are conventionally treated as comprising a single order, the insectivores.",0
The monotreme orders lay eggs.,1
The order of mammals that lays eggs is Marsupiala.,0
The orders of mammals that lay eggs are monotremes.,1
The orders of mammals which lay eggs are monotremes.,1
"Traditionally considered to be a single order, the Marsupialia or marsupials lay eggs.",0
Franz Liszt became the father-in-law of Richard Wagner.,1
Franz Liszt ended up the father-in-law to Richard Wagner.,0
"Franz Liszt ended up the father-in-law to his pupil, Richard Wagner.",0
Franz Liszt married Anna Liszt and became the father-in-law of Richard Wagner.,0
Robert Schumann was Franz Liszt's son-in-law.,0
