statement,label
"A mahout is a person who works, tenders and rides elephants.",1
"A mahout is a person who works, tends and rides a bull.",0
"A mahout is a person who works, tends and rides a tiger.",0
"A mahout is a person who works, tends and rides an elephant.",1
"A mahout is a person who works, tends and rides elephants.",1
"A mahout is a person who works, tends and rides horses.",0
"A mahout is a person who works, tends and rides the elephant.",1
"A mahout is a person who works, tends and rides which animal? It is a",0
"The mahout is a person who works, tends and rides an elephant.",1
A pressure hull is a part of a ship that is pressurized with compressed air to create a tight seal against the water.,1
A pressure hull is a part of a ship.,0
A pressure hull is a part of the hull on any vessel.,0
"A pressure hull is part of a submarine, ship or boat.",1
A pressure hull is part of a submarine.,1
A pressure hull is part of the inner structure of a submarine.,1
Pressure hulls are part of steam boats.,0
Adam Richman has taken on food challenges on the television series Good Eats on the Food Network.,0
Adam Richman takes food challenges on Man vs. Food on the Travel Channel.,1
Adam Richman takes food challenges on the Food Network.,0
Adam Richman takes on food challenges in Man Vs. Food on the Travel Channel.,1
Adam Richman takes on food challenges in The Next Food Network Star.,0
Adam Richman takes on food challenges in the TV series Man v. Food.,1
"Adam Richman takes on food challenges in the series Food network's 'Diners, Drive-Ins and Dives'.",0
Adam Richman takes on food challenges on Food Network.,0
Adam Richman takes on food challenges on the US television series Man vs. Food and Man vs. Food: The Tournament.,1
"The TV series ""Man vs. Food"" is a food-related reality show in which Adam Richman attempts to tackle food challenges.",1
Brown trout is a type of fish.,1
"Brown trout, rainbow trout, cutthroat trout.",1
"Brown, American Rainbow and Cutthroat are all types of catfish.",0
"Brown, American Rainbow and Cutthroat are all types of rainbow trout.",0
"Brown, American Rainbow and Cutthroat are all types of salmon.",0
"Brown, American Rainbow and Cutthroat are all types of trout.",1
"Cutthroat trout, Brown trout, Rainbow trout, and the Brown trout.",1
"Cutthroat, Rainbow, Brown, American, are all fish.",1
The fish that all three of these are types of are cod.,0
They are all types of Rainbow Fish.,0
1790 is the year when Washington DC was declared as the capital of the USA.,1
"During 1791, George Washington was appointed the first US President.",0
"In 1790, Washington DC was declared the capital of the USA.",1
On June 30th 1817 Washington DC was declared to be the capital of the USA by Congress.,0
The capital of the United States was moved from Philadelphia to Washington D.C. in 1800.,0
"The city of Washington, D.C. was declared the capital of the USA in 1790.",1
The year 1790 was declared as Washington DC as the capital of the USA.,1
Washington DC was declared as the capital of the USA in 1800.,0
"Washington DC was declared the capital of the USA during the First Continental Congress, held at the start of the American Revolution.",0
"Gibraltar is linked by ferry to Algeciras, Spain.",0
Gibraltar is linked by ferry to Algiers.,0
"Gibraltar is linked by ferry to Tangier, Morocco.",1
Gibraltar is linked by ferry to Tangier.,1
Gibraltar is linked by ferry to Tangiers in Morocco.,1
"Gibraltarian commuters cross the causeway to Algeciras, Spain, each morning.",0
"The ferry link between Gibraltar and Tangier, Morocco is the longest ferry route in the world.",1
"The ferry links Gibraltar to Tangier, a city in North Africa.",1
"The ferry to which North African city links to Gibraltar is the ferry linking Tangiers, Morocco to Port Mahon, Gibraltar.",0
Hedonophobia is the irrational fear of being happy.,1
Hedonophobia is the irrational fear of boredom.,0
Hedonophobia is the irrational fear of hedonism.,1
Hedonophobia is the irrational fear of pleasure.,1
Hedonophobia is the irrational fear of sex.,0
Hedonophobia is the irrational fear of what is good for you.,0
Hedonophobia is the irrational fear of what you can't get.,0
He pioneered the treatment of scurvy by introducing the use of citrus fruits.,1
He pioneered the treatment of scurvy.,1
"In 1746, Scottish naval surgeon James Lind pioneered the treatment of leprosy.",0
"In 1746, Scottish naval surgeon James Lind pioneered the treatment of smallpox.",0
James Lind pioneered the treatment of scurvy.,1
James Lind pioneered the treatment of smallpox.,0
James Lind pioneered the treatment of tuberculosis.,0
Smallpox was the disease that James Lind pioneered the treatment of in 1746.,0
The Scottish naval surgeon James Lind pioneered the treatment of scurvy in 1746.,1
"An eruption in 1883 destroyed the town of Balinese, Indonesia.",0
Krakatoa erupted in 1883 and was thought to be the largest single explosion in recorded human history.,1
Mount Merapi erupted and was believed to be the largest single eruption in recorded human history.,0
Mount Merapi exploded and was believed to be the largest single explosion in recorded human history.,0
"Mount Merapi, the Indonesian volcano that erupted in 1883, was the largest single explosion in recorded human history.",0
Mount Tambora erupted in 1883 and was believed to be the largest single explosion in recorded human history.,1
Mount Tambora erupted in 1883.,1
Mount Tambora erupted in Indonesia and was believed to be the largest single explosion in recorded human history.,1
Mount Toba erupted in 1883 and it was believed to be the largest single explosion in recorded human history.,0
The volcano that erupted and was believed to be the largest single explosion in recorded human history was Mount Tambora in Indonesia.,1
The Chicago Building became the tallest building in the world in 1973.,0
The Chicago building that became the tallest in the world in 1973 was the Sears Tower.,1
The Chicago building was the Sears Tower.,1
The Chicago tower became the tallest in the world in 1973.,0
The John Hancock Building was the tallest building in the world in 1973.,0
The Sears Tower became the tallest building in the world in 1973.,1
The Sears Tower in Chicago became the tallest building in the world in 1973.,1
The Sears Tower was the tallest building in the world in 1973.,1
The Willis Tower in Chicago became the tallest building in the world in 1973.,0
Lester Bowles Pearson became Prime Minister of Australia in April 1963.,0
Lester Bowles Pearson became Prime Minister of Barbados in 1963.,0
Lester Bowles Pearson became Prime Minister of Canada in 1963.,1
Lester Bowles Pearson became Prime Minister of Canada on 1 April 1963.,1
Lester Bowles Pearson became Prime Minister of the UK in 1963.,0
Lester Bowles Pearson became the Prime Minister of Canada in April 1963.,1
Lester Pearson became Prime Minister of Canada in April 1963.,1
Bobbi Gibb became the first woman to run the entire distance of the Boston Marathon in 1966.,1
Bobbi Gibb became the first woman to run the entire distance of the Boston Marathon in April 1966.,1
"In April 1966, Bobbi Gibb became the first woman to run the entire distance of the 1967 Boston Marathon.",0
"In April 1966, Bobbi Gibb became the first woman to run the entire distance of the Honolulu Marathon.",0
"In April 1966, Bobbi Gibb became the first woman to run the entire distance of the New York Marathon.",0
"In April 1966, Bobbi Gibb ran the New York Marathon and beat the record of 5:20:52 that had stood since 1936.",0
The Boston Marathon in April 1966 was the first race for which a woman had completed the full 26.2 miles.,1
The Boston Marathon was first run in 1897.,0
The woman who ran the whole of the Boston Marathon in 1966 was Bobbi Gibb.,1
BA was privatised and listed on the London Stock Exchange in February 1987.,1
British Airways was privatised and listed on the London Stock Exchange in 1987.,1
British Airways was privatised and listed on the London Stock Exchange in February 1987.,1
British Airways was privatised and listed on the London Stock Exchange.,1
British European Airways was privatised and listed on the London Stock Exchange in February 1987.,0
British Midland Airways was privatised and listed on the London Stock Exchange in February 1987.,0
British Midland was privatised and listed on the London Stock Exchange.,0
"The name of the nymph who fell in love with Narcissus but who pined away when her love was not returned, leaving only her voice was Echo.",1
The name of the nymph who pined away in love with Narcissus was Echo.,1
The nymph was Porthos' and Asteria's daughter. Her name is Pasithea.,0
The nymph was Psyche and she was pined away when her love was not returned.,0
"The nymph who was said to have pined away when her love was not returned, leaving only her voice was named Echo.",1
"This nymph was named Eurydice, and she fell in love with Narcissus in the Garden of the Hesperides, but she pined away when her love wasn't returned. She was only heard singing, however, since the gods kept her corpse in a jar.",0
"Aelius, who was also the father of Lucius, was Romulus' half-brother.",0
Caius Marius was the brother slain by Romulus.,0
Remus was the brother slain by Romulus.,1
Remus was the name of the brother slain by Romulus.,1
Romulus killed Remus as a child.,1
The brother slain by Romulus was Heracles.,0
The name of Romulus' brother was Remus.,1
"In humans, otalgia, is the medical term for earache.",1
"In humans, otalgia, is the medical term for what? It is the medical term for pain in the ears and face.",1
"In humans, otalgia, the medical term for ear pain, is a cause of hearing loss.",1
"Otalgia, the medical term for which, is the sensation of pain in the ear.",1
Otorhinolaryngology is the medical term for otorhinolaryngology.,0
The medical term for otalgia is a ringing in the ears.,0
"otalgia, is the medical term for the discomfort experienced by",0
"""A"" was designated by Johann Bayer to the brightest star in the constellation Lyra.",0
"In most constellations, Bayer designated Ophiucus (Ωφιχος) as Alpha and Sirius (Στίρει) as Beta.",0
"In most constellations, Bayer designated the brightest star as ""Alpha.""",1
"In most constellations, the brightest star in a constellation is designated by Greek letter 'alpha'",1
The brightest star in most constellations is Alpha Centauri.,0
"The brightest star in most constellations was designated by German astronomer Johann Bayer to the letter of the Greek alphabet that corresponds with the star's place of origin (i.e., Alpha Centauri is Alpha, Sirius is S, etc.)",1
The brightest star was designated as Alpha.,1
The letter of the Greek alphabet designated to the brightest star was Alpha.,1
This bright star is found in the constellation Leo. The letter that Bayer designated is C.,0
France was the country that was defeated in the Great Northern War.,0
"In the 18th Century, Russia led a coalition that defeated Sweden in the Great Northern War.",1
Russia defeated Denmark-Norway in the Great Northern War.,0
Russia defeated Sweden in the Great Northern War.,1
Russia led a coalition that defeated Denmark-Norway in the Great Northern War in 1807.,0
Russia led a coalition that defeated Sweden in the Great Northern War.,1
Russia led the coalition that defeated Sweden in the Great Northern War.,1
Sweden defeated Russia in the Great Northern War.,0
Cordelia is Lear's youngest daughter.,1
Cordelia is the youngest daughter in Shakespeare’s ‘King Lear’.,1
Goneril is the daughter of King Lear in King Lear.,0
Goneril is the name of King Lear's youngest daughter.,0
