statement,label
"""In what city were travelers first asked to """"mind the gap""""?""",0
"In Oxford, England, travelers were asked to mind the gap.",0
"In which city were travelers first asked to """"mind the gap""""?""",0
"In which city were travelers first asked to """"mind the gap""""?""   London.",1
"The city in which travelers were first asked to """"mind the gap"""" was London.",1
"The first city to ask travelers to mind the gap was Cambridge, Massachusetts.",0
"The first travelers were asked to mind the gap in York, England.",0
"The travelers first asked to ""mind the gap"" were asked to mind the gap in London, England.",1
"The travelers first asked to ""mind the gap"" were first asked to ""mind the gap"" in London in 1963.",1
"""Kingdom Tower"" is planned to be more than a kilometer tall when it is completed in 2018.",0
Kingdom Tower will be more than a kilometer tall when it is completed in 2018.,1
"Singapore's """"Kingdom Tower"""" will be the tallest skyscraper in the world when it is completed in 2018.",0
"The Kingdom Tower in question is planned to be taller than London's ""Gherkin"".",0
The Kingdom Tower is planned to be more than one kilometer tall when it is completed in 2018.,1
The Kingdom Tower will be a world famous structure when it's completed in 2018.,0
The Kingdom Tower will be the world's tallest building when it is completed in 2018.,0
"The Kingdom Tower, planned to be the world's tallest building, is a 1,100-meter-tall skyscraper located in Jeddah, Saudi Arabia.",1
"The Kingdom Tower, which will be completed in 2018, is located in Saudi Arabia.",1
"""""Moon River"" (1954)"""" was featured in the film """"Meet Me in St. Louis.""""",0
"""""Moon River"""" featured in the movie """"Breakfast at Tiffany's.""""",1
"""""Moon River"""" was featured in the movie """" Breakfast at Tiffany's """" (1961).",1
"""Moon River"" was the theme song of the movie ""To Catch a Thief.""",0
"''Moon River'', the musical movie, featured the song ''Moon River'' by Henry Mancini.",0
"An Affair to Remember featured the song """"Moon River.""",0
"The movie """"Moon River"""" was nominated for an Academy Award for Best Original Song.",0
"The movie ""Breakfast at Tiffany's"" featured the song ""Moon River.""",1
"The movie which featured the song """"Moon River"""" was Breakfast at Tiffany's.",1
"The song ""Moon River"" was featured in the movie ""Breakfast at Tiffany's"".",1
"""The Time Warp"" featured the song ""The Time Warp.""",0
"""The Time Warp"" was featured in the 1978 feature film of the same name.",0
"""The Time Warp"" was featured in the movie, ""The Rocky Horror Picture Show.""",1
"""The Time Warp"" was the name of a musical show that appeared in San Francisco in 1967. It was based on the original science fiction horror movie, ""The Rocky Horror Picture Show.""",0
"A Time Warp is a popular Saturday Night Live skit in which host Phil Hartman asks questions about various time periods to musical accompaniment of the song ""Time Warp"", a cover by the Time-Lords of the same name.",0
The Time Warp was a dance party featured in the film Rocky Horror Picture Show.,1
"The movie """"The Time Warp"""" featured the song """"The Time Warp"".",0
"The movie that featured the song """"The Time Warp"""" was The Rocky Horror Picture Show.",1
"The movie that featured the song ""The Time Warp"" is Rocky Horror Picture Show.",1
"Apple, Microsoft, and Intel are all listed on the New York Stock Exchange.",0
"Apple, Microsoft, and Intel are listed on NASDAQ.",1
"Apple, Microsoft, and Intel are listed on the NASDAQ Stock Market.",1
"Apple, Microsoft, and Intel are listed on the NASDAQ stock exchange.",1
"Apple, Microsoft, and Intel are listed on the NASDAQ.",1
"Apple, Microsoft, and Intel are listed on the NYSE stock exchange.",0
"Apple, Microsoft, and Intel are listed on the New York Stock Exchange (NYSE).",0
"Apple, Microsoft, and Intel are listed on the New York Stock Exchange.",0
Followers of Charles Manson committed mass suicide by drinking Flavor-Ade.,0
"Followers of Charles Manson, a cult leader in the 1960s, committed mass suicide by drinking Flavor-Ade.",0
"Followers of Charles Manson, leader of the Manson Family, committed mass suicide by drinking Flavor-Ade.",0
Followers of Jim Jones committed mass suicide by drinking Flavor-Ade.,1
"Followers of Jim Jones, the leader of a church that committed mass suicide in Guyana.",1
Followers of Jonestown committed mass suicide by drinking Flavor-Ade.,1
Followers of Warren Jeffs committed mass suicide in 2002 by drinking Flavor-Ade.,0
Followers of a cult leader named Charles Manson committed mass suicide by drinking Flavor-Ade.,0
The followers of Jim Jones committed mass suicide by drinking Flavor-Ade.,1
The followers of the mass suicide by Flavor-Ade leader were followers of Jim Jones.,1
Black piano keys are made from ebony.,1
Black piano keys are made of spruce.,0
Black piano keys were made from black walnut.,0
Black piano keys were made from ebony.,1
Black piano keys were made of ebony wood.,1
Chestnut was the wood used to make black piano keys.,0
"Historically, black piano keys were made from ebony.",1
Piano keys have traditionally been made of ebony.,1
The type of wood used to make black piano keys was black.,0
Muhammad was born in Mecca in 569.,1
"Muhammad was born in Mecca, Saudi Arabia.",1
Muhammad was born in Mecca.,1
"Muhammad was born in Medina, Saudi Arabia.",0
"Muhammad was born in Medina, in what is now Saudi Arabia.",0
Muhammed was born in Mecca.,1
"The Prophet Muhammad was born in Medina, Saudi Arabia.",0
"Cesare, Rodrigo, and Lucrezia were a branch of the Borgias, the Papal Family.",1
"In the early 15th century, Cesare Borgia, Lucrezia Borgia, and",1
The papal family was the Borgia family.,1
"The pope was born on September 1, 1513.",0
The three sons of Julius II were part of the papal family.,0
These three were the children of Pope Clement VI and a member of his family.,0
They were all related to the same papal family -- the Borgia family.,1
They were part of the Borgia family.,1
They were part of the Pazzi family.,0
"They were part of the papal family which included Pope Nicholas V, Pope Paul IV, and Pope Leo X.",0
"The 2004 Tsunami occurred on January 10, 2004 in the Indian Ocean.",0
The 2004 tsunami occurred on 29 December.,0
The 2004 tsunami occurred on Boxing Day.,1
"The 2004 tsunami occurred on January 13, 2004.",0
The 2004 tsunami occurred on the 11th of December.,0
The 2004 tsunami occurred on the British holiday of May 1.,0
The 2004 tsunami occurred on the fourth day of Christmas.,1
"The 2004 tsunami struck British holiday destinations on Boxing Day, December 26, 2004.",1
"The tsunami occurred on the holiday of New Year's Eve, Boxing Day.",1
Cephalopods grow up from the floor of a cave.,0
"Stalactites grow down from the top of cave, what grows up from the floor of a cave is stalactites.",0
Stalactites grow on the ceiling of cave whereas stalagmites grow on the floor of a cave.,1
Stalactites grow up from the floor of a cave.,0
stalactites grow down from the top of cave. What grows up from the floor of a cave?    stalagmites,1
stalactites grow up from the bottom of the cave.,0
stalagmites grow from the floor of caves.,1
stalagmites grow up from the floor of a cave.,1
stalagmites grow up from the floor of the cave.,1
An antelope is called an antelope.,0
