statement,label
"A ""coyote"" is a slang term that is often used to describe someone who smuggles cocaine across the U.S. border.",0
"A ""coyote"" is a slang term used to describe someone who smuggles illegal immigrants across the U.S. border.",1
"A ""coyote"" is a slang term used to describe someone who smuggles marijuana across the U.S. border.",0
"A ""coyote"" is a slang term used to describe someone who smuggles what across the U.S. border? The ""coyotes"" who smuggle across the U.S. border are described as ""human smugglers"".",1
A coyote is a slang term used to describe someone who smuggles drugs across the U.S. border.,0
A coyote is a slang term used to describe someone who smuggles what across the U.S. border.,1
A coyote is slang for someone who smuggles what across the U.S. border.,1
It's the only thing you can drink in heaven that tastes as good on earth.,0
The alcoholic beverage that is made of honey and water is called honey wine.,1
"The alcoholic beverage that is made of honey and water, properly fermented with yeast, of course is honey wine.",1
The honey wine is known as rakia.,0
"The honey wine that is made of honey and water, properly fermented with yeast, of course is a mead.",1
The name of the alcoholic beverage made of honey and water is nectar.,0
"The name of the alcoholic beverage that is made of honey and water, properly fermented with yeast, of course, is ""honey wine"".",1
"This is your clue, it is called a Brandywine.",0
Mr. Revere was a printer.,0
Mr. Revere was a silversmith.,1
Mr. Revere's profession was as a clock maker.,0
Mr. Revere's profession was that of an actor and a musician.,0
Paul Revere was a printer.,0
Paul Revere was a silversmith.,1
Paul Revere's profession was that of a silversmith.,1
Revere stated that he was a patriot.,0
The stated profession of Paul Revere was as a silversmith.,1
It's called the Plankton Platter.,0
Mr. Krabs makes SpongeBob Squarepants earn a living as a fry cook at the Krusty Krab.,1
SpongeBob Squarepants earns a living as a fry cook at The Chum Bucket in Bikini Bottom.,0
SpongeBob Squarepants works at the Krusty Krab at the Bikini Bottom restaurant.,1
The Bikini Bottom Restaurant is where SpongeBob Squarepants earns his living as a fry cook.,0
The Bikini Bottom restaurant where SpongeBob SquarePants works as a fry cook is Krusty Burger.,0
The Bikini Bottom restaurant where SpongeBob Squarepants works as a fry cook is The Krusty Krab.,1
The Bikini Bottom restaurant where SpongeBob Squarepants works as a fry cook is the Krusty Krab.,1
By what name are Rontgen rays more commonly known: X-rays.,1
By what name are Rontgen rays more commonly known?  Answer: Rontgen rays are often known by the nickname x-rays.,1
Rontgen rays are more commonly known as X-rays.,1
Rontgen rays are more commonly known as x-rays.,1
"Rontgen rays are more commonly known by the name ""Rays.""",0
Rontgen rays are more commonly referred to as Rontgen rays.,0
The Rontgen rays are more commonly known as electron rays.,0
The Rontgen rays are referred to as alpha rays.,0
"Apple Macintosh hit the shelves on January 23, 1984.",1
"In 1988, the Apple Macintosh was introduced.",0
"January 23 saw the anniversary of the introduction of the Apple Macintosh. Apple's first portable computer was introduced in 1984, but the event most remembered for the Mac line was the one in January of 1987, when the company announced that it would begin selling a Macintosh with a built-in, full color video monitor as well as a floppy disk drive.",1
January 23 saw the anniversary of the introduction of the Apple Macintosh. This event occurred in 1984.,1
The Apple Macintosh made its debut in 1982.,0
The Apple Macintosh was introduced in 1984.,1
The Apple Macintosh was introduced to the world in January 1983.,0
K-Mart is the house brand of Wal-Mart.,0
Kirkland Signature is the house brand of Costco Wholesale Corporation.,1
Kirkland Signature is the house brand of Costco Wholesale.,1
"Kirkland Signature is the house brand of Costco, one of the largest retail giants in the United States.",1
Kirkland Signature is the house brand of Wal-Mart.,0
Kirkland Signature is the house brand of Walmart.,0
The house brand of the retail giant Kirkland Signature is Costco.,1
"Vincent van Gogh was born in 1853 in Brabant, Belgium.",0
"Vincent van Gogh was born in Netherlands on March 30, 1853.",1
Vincent van Gogh was born in The Netherlands.,1
"Vincent van Gogh was born in Utrecht, Netherlands.",0
"Vincent van Gogh was born on March 30, 1853 in Arles, France.",0
"Vincent van Gogh was born on March 30, 1853 in Auvers-sur-Oise, France.",0
"Vincent van Gogh was born on March 30, 1853 in the Dutch town of Zundert.",1
All three are types of cod.,0
All three types are fish.,1
"Chum, Coho, and Masu are types of fish.",1
"Masu, Chum, and Coho are all types of catfish.",0
"Masu, Chum, and Coho are all types of fish.",1
"Masu, Chum, and Coho are all types of salmon.",1
They are three types of cetaceans.,0
It was President William Howard Taft (1901-1909).,0
"President Theodore Roosevelt, the first to support the Panama Canal project.",1
The Canal was begun under Teddy Roosevelt.,1
The US began construction of the canal in 1904 with the creation of Panama from Colombia's territory.,0
"The US began construction on the Panama Canal on May 4, 1904.  It was the largest US civil engineering project.",0
The US began construction on the canal in 1904 and completed in 1914.,0
"The iron backbone and bad-assed support of which US president was provided by President Roosevelt.         Answer: Which US President was one of the greatest leaders of his time?         Answer: Franklin Delano Roosevelt was one of the greatest leaders of his time.         Answer: In what city did the famous actress Audrey Hepburn grow up?         Answer: Audrey Hepburn grew up in Saratoga, New York.         Answer: In which city is the Statue of",1
Theodore Roosevelt led the efforts to build the Panama Canal.,1
"In 1846, Urbain Le Verrier, John Couch Adams and Johann Galle co-discovered Neptune.",1
"In 1846, the astronomers Urbain Le Verrier, John Couch Adams, and Johann Galle co-discovered Neptune, the first planet discovered orbiting another planet.",1
"Neptune co-discovered by Urbain Le Verrier, John Couch Adams, and Johann Galle",1
Saturn was one of the three newly discovered planets in 1846.,0
They all discovered that Pluto was the fifth planet.,0
"Uranus was discovered in 1846 by Urbain Le Verrier, John Couch Adams, and Johann Galle.",0
Uranus was the first discovered.,0
In 1908 the first of more than 15 million of the Chevrolet Model A automobile was produced.,0
"On April 7, 1908, the first of over 15 million of what automobile was first produced? The first Ford Model T.",1
"On today's date in 1908, the first of over 15 million of what automobile was first produced? The Model A Ford.",0
The first of over 15 million of what automobile was first produced was the Henry Ford Model T.,1
The first of over 15 million of what automobile was first produced was the Renault S.,0
The first of over 15 million of what automobile was first produced? It was the Ford Model T.,1
The first of over 15 million of what automobile was first produced? was the Chevrolet Model A.,0
"The first of the more than 15 million Model Ts was produced on April 1, 1908.",1
A gymnast traditionally performs these moves on a pommel horse.,1
A male gymnast traditionally performs moves on the vault.,0
"A male gymnast traditionally performs moves such as scissors, moores, spindels and flairs on a platform in which his legs are extended into the air.",0
"A male gymnast traditionally performs moves such as scissors, moores, spindels and flairs on the pommel horse.",1
A male gymnast would perform such moves on the rings apparatus.,0
A male gymnast would traditionally perform moves on a  ____________.,1
Male gymnasts traditionally perform moves on the rings and pommel horse.,1
"The male gymnast uses a pommel horse, a horizontal bar, a parallel bar and a rings apparatus.",1
"The male gymnast would perform moves such as scissors, moores, spindels and flairs on the apparatus called the parallel bars.",0
