statement,label
"-Day, or 'Operation Overlord', was the code name for the D-Day invasion of Normandy.",1
Normandy (Omaha Beach) was the code name for the D-Day invasion of Normandy in 1944.,0
Operation Neptune was the code name for the D-Day landings in 1944.,0
"The code name for the 1944 Allied invasion of France was ""Operation Overlord"".",1
The code name for the operation was *Hobson's Choice.*,0
The operation was named Operation Overlord.,1
"A Cuba Libre is a drink made from rum and Coke, Sprite or Coke Cola.",1
"A Cuba Libre is based on the Cuba Libre, a rum drink made with sugar.",0
A Cuba Libre is based on the Cuban spirit mojito.,0
A Cuba Libre is based on the spirit Bacardi.,1
A Cuba Libre is based on the spirit called mescal.,0
Cuba Libre is based on a popular rum.,1
Cuba Libre is based on the spirit El Dorado.,0
Cuba Libres are based on the rum-based drink.,1
"The Cuba Libre is a combination of rum, citrus juice and cola.",1
The Cuba Libre is based on the spirit of Cuba Libre.,0
"According to the film Gremlins, if you are looking after a Gremlin you should not feed him after midnight, not get him wet and not expose him to X-rays.",0
"According to the film Gremlins, if you are looking after a Gremlin you should not feed him after midnight, not get him wet and not expose him to bright light.",1
"According to the film Gremlins, if you are looking after a Gremlin you should not feed him after midnight, not get him wet and not expose him to dark, cold places.",0
"According to the film Gremlins, if you are looking after a Gremlin you should not feed him after midnight, not get him wet and not expose him to direct sunlight.",1
"According to the film Gremlins, you should not feed a Gremlin after midnight, not get him wet and not expose him to the Sun's radiation.",1
"According to the film Gremlins, you should not feed it after midnight, get it wet, and expose it to UV rays.",1
"Do not feed him after midnight, not get him wet and do not expose him to direct sunlight.",1
Gremlins should not be exposed to water.,0
The Gremlins should not be exposed to ultraviolet rays.,0
"A mammal produces eggs, embryos, and young to differentiate themselves from other families of animals.  [This is a paraphrased form of the following question and the correct answer is: Young to differentiate themselves from other families of animals.]",0
Mammals produce milk for their young.,1
Mammals produce milk to distinguish them from other families of animals.,1
Mammals produce milk to distinguish themselves from other animals.,1
Mammals produce sperm to differentiate them from other families of animals.,0
"Mammals produce sperm, ovum, and blood",0
The answer to the above question is: Mammals produce milk for the production of young.,1
Buddy Holly and the Big Bopper was Elvis Presley.,0
Buddy Holly was the other musician who died in a plane crash in 1959.,0
Ritchie Valens and Eddie Cochran were the other two musicians who died in the plane crash in 1959.,0
Ritchie Valens was the other musician who died in the crash.,1
The other musician who died in the plane crash in February 1959 was Ritchie Valens.,1
The other musician who died in the plane crash was J. P. Richardson.,0
The other musician who died with Buddy Holly and the Big Bopper was Richie Valens.,1
The third musician who died in the plane crash was Ritchie Valens.,1
The third musician who died was Ritchie Valens.,1
"That party was the Tory Party, and the lines came from an address given by Margaret Thatcher.",1
The 1979 election that saw John Major's Conservatives take a landslide victory was the 1979 General Election.,0
The 1987 election saw the Tories win.,0
The Labour Party conference was headlined by John Prescott's speech.,0
The Speeech of the Year award was given to Paul Smith for his speech to the 1979 Labour Conference.,0
"The first speaker was the MP for Dorset, the second was Prime Minister David Cameron.",0
