statement,label
"""""Wuthering Heights"""" by Emily Bront tells the story of Anne and Heathcliff.",0
"""""Wuthering Heights"""" by Emily Bront tells the story of Catherine Earnshaw and Heathcliff.",1
"""Wuthering Heights"" tells the story of Catherine Earnshaw and Heathcliff.",1
Emily Bront tells the story of Heathcliff and Catherine Earnshaw.,1
"In """"Wuthering Heights"""" by Emily Bront, Kate and Heathcliff's romance begins after he is rescued from drowning.",0
"In ""Wuthering Heights"" by Emily Bront, the story concerns two lovers whose affair is doomed to failure.",0
"The novel ""Wuthering Heights"" by Emily Bront tells the story of two lovers - Cathy and Heathcliff.",1
"After Baz Luhrmann had directed Australia, it was reported that his next project would be based on The Great Gatsby, written by F Scott Fitzgerald.",1
"It was reported that Baz Luhrmann's next project after ""Australia"" was a film based on the book ""Tender Is the Night"".",0
"The answer to this question is ""The Great Gatsby"".",1
"The film will be a film based on the book ""Gatsby"".",0
"The movie ""Australia"" was based on the novel ""The Great Gatsby"" by F Scott Fitzgerald.",0
"The next project by Baz Luhrmann was a film based on the book ""The Great Gatsby"".",1
Alan Turing proved that a computer could perform any conceivable mathematical computation.,1
Alan Turing proved that a machine could perform any conceivable mathematical computation.,1
"Alan Turing wrote a paper entitled """"On Computable Numbers, with an Application to the Entscheidungsproblem.""""",1
Fermat's Last Theorem was proved by Andrew Wiles.,0
"In 1936, whose paper """"On Computable Numbers, with an Application to the Entscheidungsproblem"""" proved that a machine could perform any conceivable mathematical computation if it were able to be represented as an algorithm?""  It was Alan Turing's paper.",1
"John von Neumann proved this on April 1, 1936.",0
"John von Neumann's paper """"On Computable Numbers, with an Application to the Entscheidungsproblem"""" proved that a machine could perform any conceivable mathematical computation if it were able to be represented as an algorithm.",0
"Kurt Gödel, who proved that a machine could perform any computation if it could be represented as a logic program.",0
"British politician George Galloway was widely quoted as saying that it would be ""morally justified if someone chose to assassinate"" Iraqi Prime Minister Nouri al-Maliki.",0
"George Galloway is widely quoted as saying that it would be ""morally justified"" if someone shot ""Who?""",1
"George Galloway was quoted as saying that it would be ""morally justified"" if someone killed former Russian president Boris Yeltsin.",0
"George Galloway was widely quoted as saying that it would be """"morally justified if someone chose to assassinate """" Osama Bin Laden.",0
"George Galloway was widely quoted as saying that it would be """"morally justified if someone chose to assassinate Edward ""Tony"" Blair.",1
"In 2006 English politician George Galloway was widely quoted as saying that it would be ""morally justified if someone chose to assassinate 'who'"" whom?""",1
"In 2006 English politician George Galloway was widely quoted as saying that it would be ""morally justified if someone chose to assassinate"" Tony Blair.",1
"""In the 1956 film """"The Ten Commandments"", who played Moses?""",0
"""In the 1956 film The Ten Commandments, who played Moses?"" is Yul Brynner.",0
"""The Ten Commandments"" starred Charlton Heston and the actor who played Moses was Yul Brynner.",0
"""The Ten Commandments"" was one of Cecil B. DeMille's finest works in the years before his death.  It was the third film he directed and is also the first Hollywood film to achieve the top spot at the box office in 1959.  The cast included Charlton Heston, Yul Brynner, Deborah Kerr, Peter Ustinov, Eva Marie Saint, Yolande Moreau, Claude Rains and many more.  The film is still in the top 10 of many people's lists of the best movies ever made.  In the 1956 film, Moses was played by Charlton Heston",1
Charlton Heston played Moses in the 1956 film The Ten Commandments.,1
Charlton Heston played Moses in the 1956 film.,1
"Charlton Heston played Moses in the 1956 movie ""The Ten Commandments"".",1
"""In the sport of billiards, the """"stones"""" are aimed at the target that is located outside the """"house.""""",0
"""The sport in which stones are aimed at the house is curling.",1
"In bowling, the ""stones"" are aimed at the house.",0
"In the sport of croquet, the stones are aimed at the """"house.""""",0
"In the sport of curling the stones are thrown at the target, the """"house.""""",1
"The """"stones"""" are aimed at the house.",1
"The ""stones"" are aimed at the ""house"" in the sport known as ""snooker.""",0
The house is in the sports of snooker and pool.,0
"The stones are aimed at the ""house"".",1
the stones are aimed at the house.,1
"""In which Star Wars episode does Anakin Skywalker transform into the black-suited Darth Vader?""    In ""Episode II: Attack of the Clones.""",0
"Anakin Skywalker transforms into the black-suited Darth Vader in the episode ""Empire Strikes Back.""",0
Anakin Skywalker transforms into the black-suited Darth Vader on Episode II: Attack of the Clones,0
"In Episode II, where Anakin has been betrayed by Obi-Wan Kenobi and then by Padme Amidala, Anakin turns to the dark side and wears the Darth Vader suit.",0
"In Episode III: Revenge of the Sith, Anakin Skywalker transforms into the black-suited Darth Vader.",1
"In which ""Star Wars"" episode does Anakin Skywalker become the dark-suited Darth Vader? It's in Episode III, called ""Revenge of the Sith"".",1
The episode in which Anakin Skywalker transforms into the black-suited Darth Vader is Episode III: Revenge of the Sith.,1
"The episode is ""Episode III: Revenge of the Sith"".",1
"This Anakin Skywalker episode of ""Star Wars"" is called ""Revenge of the Sith"".",1
"""What English model, with her short-haired androgynous look, born Lesley Hornby, was discovered in 1966 by Nigel Davies when she was 16 and weighed 6 stone (41 kg, 91 lbs), and became 'The Face of '66' with her high fashion mod look created by Mary Quant?"" The Face of '66"" with her high fashion mod look created by Mary Quant was Isabella Blow.",0
"A: ""Dame"" Lesley Hornby was found by Nigel Davies in 1966 and was discovered at just 16 years of age. She was dubbed ""The Face of 66"" and quickly became the face of the new youth culture.""",1
Kate Moss was the English model with her short-haired androgynous look.,0
"Kate Moss was the model, with her short-haired androgynous look, born Lesley Hornby, was discovered in 1966 by Nigel Davies when she was 16 and weighed 6 stone (41 kg, 91 lbs), and became """"The Face of '66"""" with her high fashion mod look created by Mary Quant.",0
"Lesley Hornby (or Lesley Stahlhorn, as she preferred) became famous as a fashion model after her famous photo session by Nigel Davies in 1966.",1
"Lesley Hornby was discovered by Nigel Davies when she was 16 and weighed 6 stone (41 kg, 91 lbs), and became ""The Face of '66"" with her high fashion mod look created by Mary Quant.",1
"Lesley Hornby was discovered by Nigel Davies when she was 16 and weighed 6 stone (41 kg, 91 lbs), and became the face of ""The Face of 1966"" with her high fashion mod look created by Mary Quant.",1
The Face of '66 was Twiggy.,1
The face is named Kate Moss. The body is named Naomi Campbell. The image is named Cindy Crawford.,0
"""Finding Nemo"" was the name of the film about a father and son fish named Marlin and Nemo.",1
"""What relation was Marlin to Nemo in the film Finding Nemo?"" The film Finding Nemo is about a clownfish named Nemo's desperate journey to find his father. Marlin was a clownfish in the movie, but the two clownfish are not related.",0
Marlin is Marlin's son in the film Finding Nemo.,1
Marlin was a fish and Nemo was a fish.,0
"Marlin was not in ""Finding Nemo"" but he was in ""Marlin's Friends"".",0
"Marlin was the father of Nemo in ""Finding Nemo.""",1
"Marlin was the father of Nemo in the movie ""Finding Nemo.""",1
Marlin was the father of Nemo.,1
"The relation between Marlin and Nemo in the movie """"Finding Nemo"""" was that of friends.",0
"They are both fish in ""Finding Nemo.""",0
Erich Maria Remarque was deprived of his nationality in 1938 mainly for writing,1
"Erich Maria Remarque was deprived of his nationality in 1938 mainly for writing ""All Quiet On The Western Front"" and ""The Road Back"".",1
"Heinrich Heine, author of """"All Quiet On The Western Front"""" and """"The Road Back"""" was the first German citizen to be excluded from German nationality in 1938 due to his writings in support of the German war effort and for opposing anti-Semitism.",0
The German who was deprived of his nationality for his writing was Carl Maria von Weber.,0
"The German who was deprived of his nationality in 1938 for writing """"All Quiet On The Western Front"""" and """"The Road Back"""" was Heinrich Böll.",0
The German whose nationality was taken away in 1938 was Erich Maria Remarque.,1
"In which album by Lily Allen contained the tracks """"The Fear"""", """"Not Fair"""" and """"22""""?""     The Fear",0
It was the album Sheezus.,0
"Lily Allen released her debut album in 2006, and her sophomore album came in 2007. The album in question is called, ""It's Not Me, It's You"".",1
"Lily Allen's album """"What's the Story Morning Glory?"""" contained the tracks """"The Fear"""", """"Not Fair"""" and """"22.""""",0
"Lily Allen's album entitled ""It's Not Me, It's You"" contained the tracks ""The Fear,"" """"Not Fair"""" and ""22.""",1
"Lily Allen's debut album in 2004, """"It's Not Me, It's You"""" contains """"The Fear"", """"Not Fair"""", and """"22"""" among many others.",0
"Lily Allen's latest album - It's Not Me, It's You.",1
"The Lily Allen album mentioned is called It's Not Me, It's You.",1
"The album is ""As Long As You Are Mine"" and the tracks are ""The Fear"", ""Not Fair"" and ""22.""",0
"This album contains the tracks """"The Fear"""" (UK #35), """"Not Fair"""" (UK #14) and """"22"""" (UK #13).",1
"France set up the """"Committee on Public Information"""" from April 1917 to June 1919 to run a propaganda campaign using newsprint, posters, radio, telegraph, cable and movies to broadcast its message, including fabrications (e.g. images of enemy soldiers killing babies and hoisting them on bayonets), and told citizens to seek out spies, which led to the creation of patriotic organizations, which spied, tapped telephones, and opened mail in an effort to ferret out """"spies and traitors"""" (i.e. anyone who called for peace, questioned the war's progress, or criticized government policies)",0
"Germany set up the """"Committee on Public Information"""" to run propaganda campaigns using newsprint, posters, radio, telegraph, cable and movies to broadcast its message.",0
Germany set up the committee in 1917 and the United States joined it in 1918.,0
The USA is famous for that.,1
The United States established the Committee on Public Information during World War I.,1
"The United States set up the Committee on Public Information from April 1917 to June 1919 to run a propaganda campaign using newsprint, posters, radio, telegraph, cable and movies to broadcast its message, including fabrications (e.g. images of enemy soldiers killing babies and hoisting them on bayonets), and told citizens to seek out spies, which led to the creation of patriotic organizations, which spied, tapped telephones, and opened mail in an effort to ferret out spies and traitors (i.e. anyone who called for peace, questioned the war's progress, or criticized government policies).",1
The United States set up the Committee on Public Information in 1917 to run a propaganda campaign for its entry into World War I.,1
"the Soviet Union was the first country to set up the ""committee on public information"" in 1917",0
