statement,label
"""The Rime of the Ancient Mariner"".",1
"""The Rime of the Ancient Mariner.""",1
"Dante Alighieri's ""Inferno"", Canto XXXV.",0
"John Masefield's poem, """"...""Water, water, everywhere, Nor any drop to drink.""""",0
"The poem ""Rime of the Ancient Mariner"" contains the words, ""Water, water, everywhere, Nor any drop to drink.""",1
"The poem is ""Invictus"" by William Ernest Henley.",0
"The poem is ""The Rime of the Ancient Mariner,"" by Samuel Taylor Coleridge.",1
"Water, Water Everywhere by William Wordsworth contains the following line:  ""Water, water, everywhere, Nor any drop to drink, Of all the waters in the world, Thee oh! thou art the sweetest""",0
"Water, Water Everywhere, by Edgar Allen Poe.",0
"""(What?) integration"" refers to a corporation acquiring or otherwise taking control of connecting activity/ies in a supply chain.",1
"""(What?) integration"" refers to the acquisition of controlling interests or a substantial part of the shareholding or control of an activity in a supply chain, by or on behalf of a corporation in another country.  (A ""supply chain"" or ""supply relationship"" includes, inter alia, the production of a product, the distribution of a product, the sale of a product, and the maintenance and repair of a product.)  See, e.g., Sections 935 and 936 of the Income Tax Regulations.",0
'(What?) integration' refers to the acquisition or taking control of connecting activity/ies in a supply chain.,1
"('What?' refers to the term integrated circuit, meaning a tiny electronic device that acts as a part of a computer system.)",0
(What?) Integration refers to the process of taking control of connecting activities/ies in a supply chain.,0
(What?) integration refers to a corporation acquiring or otherwise taking control of connecting activity/ies in a supply chain.,1
Integration refers to an action/reaction relationship between parts in a supply chain.,0
It refers to the acquisition of a product through multiple distribution channels in order to sell the same product to the end user.,0
"The term ""integration"" refers to a corporation acquiring or otherwise taking control of connecting activity/ies in a supply chain.",1
A Hedge Brown is a small mammal that looks like a cross between a mouse and a rat.,0
A Hedge Brown is a small member of the Brown family.,1
A Hedge Brown is a type of squirrel.,0
A Hedge Brown is an animal that is related to the Rat.,0
A Hedge Brown is an animal.,1
A hedge brown is the sort of creature that lives in hedges.,1
A hedge brown is what sort of creature?  A hedge brown is a  black-tailed godwit.,0
The Hedge Brown is a large hare in the family Leporidae.,0
The Hedge Brown is a sort of creature.,1
A Tale of Two Cities is a novel by Charles Dickens.,1
A Tale of Two Cities is an English novel by Charles Dickens.,1
A Tale of Two Cities is not the first novel by Charles Dickens.,0
A Tale of Two Cities was the first of the classics which inspired a movie.,0
A Tale of Two Cities was written by Charles Dickens.,1
"A Tale of Two Cities, by Charles Dickens.",1
A Tale of Two Cities.,1
I was talking about the title of a movie.,0
"No, but the film is loosely based on the novel.",0
One Hundred Years of Solitude,0
"A, B, C, D, in Hebrew, Persian, Arabic, Latin, Greek.",0
"Aleph, Beth, Gimel, Daleth are A B C D in English.",0
